ticker,archetype,direction,alarm_lead,alarm_feature,ramp_slope,max_pre_density,explosion_density,explosion_energy,confirmation_decay,n_active_at_t0,price
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.0,0,7.679992198944092
AAPL,LH,TOP,,,0.0,0,0,0.0,-0.2,0,7.561600208282471
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,7.431136131286621
AAPL,LL,BOTTOM,,,0.0,0,2,9.87,0.3,2,7.062492847442627
AAPL,LH,TOP,2.0,sigma_tide,0.0848,2,0,0.0,0.2,0,7.354992866516113
AAPL,HH,TOP,3.0,sigma_tide,0.0606,2,0,0.0,-0.0,0,7.4244208335876465
AAPL,LH,TOP,4.0,sigma_tide,0.0364,2,1,4.8,-0.0,1,7.117493152618408
AAPL,HL,BOTTOM,1.0,sigma_tide,0.0848,2,1,4.06,-0.0,1,7.115349769592285
AAPL,LL,BOTTOM,1.0,sigma_tide,0.0667,2,1,6.46,-0.2,1,6.858922004699707
AAPL,HL,BOTTOM,1.0,sigma_tide,0.0364,2,1,4.95,-0.3,1,6.980708122253418
AAPL,HH,TOP,1.0,rsi_value,0.0606,2,2,10.01,-0.8,2,9.51675796508789
AAPL,HH,TOP,1.0,rsi_value,0.1212,2,3,16.21,-0.4,3,9.672492980957031
AAPL,HL,BOTTOM,8.0,kf_rsi_pred_val,-0.297,3,0,0.0,-0.4,0,8.794633865356445
AAPL,LL,BOTTOM,9.0,kf_rsi_pred_val,-0.2485,3,1,4.32,-0.4,1,8.423563003540039
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.1515,2,0,0.0,0.0,0,9.161419868469238
AAPL,HH,TOP,2.0,kf_price_filt_vel,0.1152,2,0,0.0,0.0,0,9.360350608825684
AAPL,LH,TOP,3.0,kf_price_filt_vel,0.0788,2,0,0.0,0.0,0,9.227137565612793
AAPL,HL,BOTTOM,7.0,kf_price_filt_vel,-0.0667,2,0,0.0,0.0,0,8.869277000427246
AAPL,LL,BOTTOM,8.0,kf_price_filt_vel,-0.103,2,0,0.0,0.0,0,8.491419792175293
AAPL,HL,BOTTOM,9.0,kf_price_filt_vel,-0.1394,2,0,0.0,0.0,0,8.654276847839355
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,9.315350532531738
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,9.426774978637695
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,9.397137641906738
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,8.904634475708008
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,8.68570613861084
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,8.946776390075684
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,9.709636688232422
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,9.788346290588379
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.0,0,8.874277114868164
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,8.819276809692383
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.1091,2,0,0.0,0.0,0,9.217494010925293
AAPL,HH,TOP,2.0,kf_price_filt_vel,0.0848,2,0,0.0,0.0,0,9.272137641906738
AAPL,LL,BOTTOM,8.0,kf_price_filt_vel,-0.0606,2,0,0.0,0.0,0,8.770706176757812
AAPL,HL,BOTTOM,9.0,kf_price_filt_vel,-0.0848,2,0,0.0,0.0,0,8.996062278747559
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,9.259991645812988
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,9.431422233581543
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,9.319989204406738
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,8.778562545776367
AAPL,LL,BOTTOM,,,0.0,0,1,4.32,0.0,1,8.568920135498047
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0545,1,0,0.0,0.0,0,8.674633979797363
AAPL,HH,TOP,1.0,rsi_value,0.1091,2,2,10.6,0.0,2,11.357131958007812
AAPL,LH,TOP,1.0,kf_rsi_pred_val,0.1939,2,0,0.0,0.0,0,11.053202629089355
AAPL,HL,BOTTOM,8.0,kf_rsi_pred_val,-0.1455,2,0,0.0,0.0,0,10.901416778564453
AAPL,LL,BOTTOM,9.0,kf_rsi_pred_val,-0.1939,2,0,0.0,0.0,0,10.749274253845215
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,11.379279136657715
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,11.288562774658203
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,10.771063804626465
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,10.732131958007812
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,11.01534366607666
AAPL,HH,TOP,3.0,vwap_sigma_current,0.0606,2,0,0.0,-0.4,0,12.345699310302734
AAPL,HH,TOP,4.0,vwap_sigma_current,0.0364,2,2,8.74,0.0,2,12.445700645446777
AAPL,HL,BOTTOM,3.0,rsi_value,0.0242,2,0,0.0,0.0,0,11.881414413452148
AAPL,LL,BOTTOM,4.0,rsi_value,-0.0242,2,0,0.0,0.0,0,11.668559074401855
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,12.853554725646973
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,12.968911170959473
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,12.796418190002441
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,12.093206405639648
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,12.236420631408691
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,12.841418266296387
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,12.85713005065918
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,12.336771011352539
AAPL,LL,BOTTOM,,,0.0,0,1,4.97,0.0,1,11.786060333251953
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0545,1,0,0.0,0.0,0,11.95141315460205
AAPL,LH,TOP,6.0,vwap_sigma_wave,-0.0061,1,0,0.0,0.0,0,12.320343971252441
AAPL,HH,TOP,7.0,vwap_sigma_wave,-0.0182,1,0,0.0,0.0,0,12.554988861083984
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,11.872127532958984
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,11.694987297058105
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,12.607453346252441
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,12.514985084533691
AAPL,LL,BOTTOM,1.0,vwap_sigma_current,0.0545,1,2,9.66,0.0,2,11.261420249938965
AAPL,HL,BOTTOM,1.0,vwap_sigma_current,0.1515,2,0,0.0,0.0,0,11.617847442626953
AAPL,HH,TOP,1.0,kf_rsi_pred_val,0.1818,2,2,10.14,-0.4,2,14.232129096984863
AAPL,HH,TOP,1.0,kf_rsi_pred_val,0.2424,2,2,10.92,0.0,2,14.407482147216797
AAPL,LH,TOP,1.0,rsi_value,0.2788,2,0,0.0,0.0,0,14.021060943603516
AAPL,HL,BOTTOM,9.0,rsi_value,-0.1939,2,1,4.82,-0.4,1,12.614628791809082
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,-0.0545,2,2,9.75,0.0,2,13.357486724853516
AAPL,LH,TOP,4.0,kf_price_filt_vel,0.0424,2,0,0.0,0.0,0,13.693197250366211
AAPL,LH,TOP,5.0,kf_price_filt_vel,0.0061,2,0,0.0,0.4,0,13.588557243347168
AAPL,LL,BOTTOM,7.0,kf_price_filt_vel,-0.0667,2,0,0.0,-0.0,0,13.073203086853027
AAPL,LL,BOTTOM,8.0,kf_price_filt_vel,-0.103,2,0,0.0,-0.2,0,12.71534538269043
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,14.701051712036133
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,14.7660551071167
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,14.719266891479492
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,13.47749137878418
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,13.207131385803223
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.3,0,14.999628067016602
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.6,0,15.079984664916992
AAPL,LH,TOP,,,0.0,0,3,17.51,0.0,3,14.236418724060059
AAPL,LL,BOTTOM,3.0,vwap_sigma_wave,0.0303,1,0,0.0,0.0,0,12.984631538391113
AAPL,HH,TOP,7.0,rsi_value,-0.0788,2,0,0.0,0.0,0,22.722476959228516
AAPL,LH,TOP,8.0,rsi_value,-0.1152,2,0,0.0,0.0,0,22.44426155090332
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,20.718904495239258
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,21.77497673034668
AAPL,LH,TOP,,,0.0,0,0,0.0,0.6,0,21.726409912109375
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.3,0,20.417835235595703
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.6,0,20.009981155395508
AAPL,HL,BOTTOM,,,0.0,0,3,30.92,0.0,3,21.78569221496582
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.1636,3,0,0.0,0.0,0,21.703548431396484
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.0,0,19.502656936645508
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,18.932842254638672
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.4,0,18.942119598388672
AAPL,LH,TOP,9.0,vwap_sigma_wave,-0.097,1,0,0.0,0.0,0,21.652122497558594
AAPL,HH,TOP,10.0,vwap_sigma_wave,-0.0545,1,0,0.0,0.0,0,21.93998146057129
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,21.582122802734375
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,20.53462028503418
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,20.531404495239258
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,20.89854621887207
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,25.068185806274414
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,25.07497787475586
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,24.95354461669922
AAPL,LL,BOTTOM,1.0,sigma_tide,0.3939,5,3,13.0,-1.1,3,19.17426109313965
AAPL,LL,BOTTOM,1.0,sigma_tide,0.3273,5,4,18.81,-0.9,4,18.772127151489258
AAPL,HL,BOTTOM,1.0,rsi_value,0.2788,5,3,13.81,-0.6,3,18.845623016357422
AAPL,LH,TOP,4.0,kf_price_filt_vel,-0.3576,4,0,0.0,0.0,0,21.054622650146484
AAPL,LH,TOP,5.0,kf_price_filt_vel,-0.4121,4,0,0.0,0.0,0,20.884979248046875
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,18.394983291625977
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,18.19959259033203
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,19.608196258544922
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,19.360549926757812
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,17.91962432861328
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,17.354265213012695
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,1.2,0,18.074628829956055
AAPL,LH,TOP,,,0.0,0,0,0.0,0.2,0,18.027482986450195
AAPL,HH,TOP,,,0.0,0,0,0.0,-1.1,0,18.3572998046875
AAPL,LH,TOP,,,0.0,0,6,66.38,-0.7,6,16.089269638061523
AAPL,LL,BOTTOM,1.0,kf_price_filt_vel,0.3273,6,4,23.45,-0.4,4,15.709980010986328
AAPL,HH,TOP,2.0,vwap_sigma_tide,-0.1939,3,0,0.0,0.3,0,17.140338897705078
AAPL,LH,TOP,3.0,vwap_sigma_tide,-0.2061,3,0,0.0,0.3,0,16.710693359375
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,0.0,1,1,5.47,-0.0,1,15.001771926879883
AAPL,HL,BOTTOM,1.0,vwap_sigma_tide,0.0,1,1,4.74,-0.0,1,15.39798641204834
AAPL,LH,TOP,7.0,vwap_sigma_tide,-0.1455,1,0,0.0,-0.3,0,16.556415557861328
AAPL,LH,TOP,8.0,vwap_sigma_tide,-0.1273,1,1,4.19,-0.2,1,16.469125747680664
AAPL,LL,BOTTOM,1.0,vwap_sigma_current,0.1636,2,3,14.47,-0.9,3,14.0017728805542
AAPL,LL,BOTTOM,1.0,vwap_sigma_current,0.2667,3,4,19.16,-0.2,4,13.947486877441406
AAPL,LH,TOP,,,0.0,0,1,5.35,0.0,1,16.380624771118164
AAPL,HH,TOP,1.0,geo_phase_angle,0.0545,1,0,0.0,0.0,0,16.56570053100586
AAPL,LH,TOP,2.0,geo_phase_angle,0.0424,1,0,0.0,0.0,0,16.31319808959961
AAPL,HL,BOTTOM,5.0,geo_phase_angle,0.0061,1,0,0.0,0.0,0,15.852130889892578
AAPL,LL,BOTTOM,6.0,geo_phase_angle,-0.0061,1,0,0.0,0.0,0,15.316060066223145
AAPL,HL,BOTTOM,7.0,geo_phase_angle,-0.0182,1,0,0.0,0.0,0,15.520623207092285
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,15.891054153442383
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,16.127843856811523
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,16.061952590942383
AAPL,LL,BOTTOM,1.0,kf_rsi_pred_val,0.2424,3,3,15.54,-0.8,3,14.216773986816406
AAPL,LL,BOTTOM,1.0,kf_rsi_pred_val,0.3515,3,3,16.33,-0.4,3,14.063557624816895
AAPL,HL,BOTTOM,1.0,kf_rsi_pred_val,0.4364,3,2,9.41,0.0,2,14.161772727966309
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,18.13355255126953
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,17.895341873168945
AAPL,HL,BOTTOM,3.0,kf_price_pred_val,0.0909,3,0,0.0,-0.2,0,16.075702667236328
AAPL,HL,BOTTOM,4.0,kf_price_pred_val,0.0545,3,1,5.07,0.0,1,16.261415481567383
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,20.360336303710938
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,20.273908615112305
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.2182,4,2,8.79,-0.2,2,17.8839111328125
AAPL,LL,BOTTOM,1.0,vwap_sigma_wave,0.2788,4,1,4.24,0.0,1,17.84933853149414
AAPL,HL,BOTTOM,1.0,kf_rsi_pred_val,0.2606,4,0,0.0,0.0,0,17.87855339050293
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,19.499622344970703
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,19.1917667388916
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,18.644981384277344
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,18.47676658630371
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,18.845338821411133
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,25.825000762939453
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,24.735000610351562
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,24.385000228881836
AAPL,LL,BOTTOM,,,0.0,0,1,5.09,0.0,1,24.065000534057617
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0545,1,0,0.0,0.0,0,24.417499542236328
AAPL,HH,TOP,1.0,rsi_value,0.0364,3,0,0.0,0.0,0,29.399999618530273
AAPL,HH,TOP,2.0,rsi_value,-0.0848,3,0,0.0,0.0,0,29.75
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,27.056249618530273
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,26.686250686645508
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,27.352500915527344
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,28.497499465942383
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,26.5625
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,26.565000534057617
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,27.97249984741211
AAPL,HH,TOP,,,0.0,0,0,0.0,0.2,0,28.002500534057617
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.2,0,26.704999923706055
AAPL,LL,BOTTOM,,,0.0,0,1,4.16,0.0,1,26.497499465942383
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,33.25
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,33.04249954223633
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,31.127500534057617
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,30.559999465942383
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,31.112499237060547
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,33.162498474121094
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,32.63999938964844
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,31.450000762939453
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,31.252500534057617
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,31.315000534057617
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,32.84749984741211
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,33.1349983215332
AAPL,LL,BOTTOM,6.0,vwap_sigma_wave,-0.0061,1,2,9.8,-0.6,2,30.642499923706055
AAPL,LL,BOTTOM,1.0,vwap_sigma_current,0.0909,2,3,18.48,0.0,3,30.017499923706055
AAPL,HL,BOTTOM,1.0,vwap_sigma_current,0.2182,3,0,0.0,0.0,0,30.81999969482422
AAPL,LH,TOP,7.0,vwap_sigma_current,-0.1152,3,0,0.0,0.0,0,33.01750183105469
AAPL,LH,TOP,8.0,vwap_sigma_current,-0.1758,3,0,0.0,0.0,0,32.6875
AAPL,LL,BOTTOM,1.0,sigma_tide,0.2364,6,4,23.4,-0.9,4,25.780000686645508
AAPL,HL,BOTTOM,1.0,sigma_tide,0.3212,6,3,17.43,-0.5,3,25.934999465942383
AAPL,LH,TOP,9.0,kf_price_filt_vel,-0.0848,2,0,0.0,0.0,0,29.06999969482422
AAPL,HH,TOP,10.0,kf_price_filt_vel,-0.1091,2,0,0.0,0.0,0,29.102500915527344
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,28.479999542236328
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,28.110000610351562
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,27.264999389648438
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,27.575000762939453
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,30.295000076293945
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,30.642499923706055
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,30.5
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,28.93000030517578
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,28.084999084472656
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,29.69499969482422
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,29.825000762939453
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,-0.3333,4,1,5.49,0.6,1,24.197500228881836
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,-0.4,4,1,5.53,0.5,1,24.075000762939453
AAPL,HL,BOTTOM,1.0,vwap_sigma_tide,-0.3212,4,0,0.0,0.1,0,25.354999542236328
AAPL,LL,BOTTOM,1.0,vwap_sigma_tide,-0.097,2,0,0.0,-0.6,0,24.997499465942383
AAPL,LL,BOTTOM,2.0,vwap_sigma_tide,-0.0848,1,4,24.09,-0.0,4,23.354999542236328
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,0.103,4,1,5.46,-0.0,1,23.522499084472656
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,28.010000228881836
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,28.024999618530273
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,27.462499618530273
AAPL,LL,BOTTOM,1.0,rsi_value,-0.2485,4,1,4.66,-0.8,1,23.127500534057617
AAPL,LL,BOTTOM,1.0,rsi_value,-0.2061,4,3,14.64,-0.4,3,22.584999084472656
AAPL,HL,BOTTOM,1.0,rsi_value,-0.0182,3,2,10.57,0.0,2,22.6299991607666
AAPL,LH,TOP,8.0,rsi_value,-0.2424,3,0,0.0,0.0,0,24.905000686645508
AAPL,HH,TOP,9.0,rsi_value,-0.2485,3,0,0.0,0.2,0,25.102500915527344
AAPL,LH,TOP,10.0,rsi_value,-0.1091,2,0,0.0,0.1,0,25.087499618530273
AAPL,HL,BOTTOM,,,0.0,0,1,4.47,0.0,1,23.010000228881836
AAPL,HL,BOTTOM,1.0,geo_phase_angle,0.0545,1,0,0.0,0.0,0,23.397499084472656
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,27.3700008392334
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,27.344999313354492
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,-0.4,0,26.3799991607666
AAPL,LL,BOTTOM,,,0.0,0,2,10.11,0.0,2,25.782499313354492
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,29.412500381469727
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,29.5625
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,28.897499084472656
AAPL,HL,BOTTOM,6.0,vwap_sigma_wave,-0.0121,2,0,0.0,0.0,0,26.427499771118164
AAPL,HL,BOTTOM,7.0,vwap_sigma_wave,-0.0364,2,0,0.0,0.0,0,26.77750015258789
AAPL,HH,TOP,2.0,kf_rsi_pred_val,0.1152,2,0,0.0,-0.2,0,38.48749923706055
AAPL,HH,TOP,3.0,kf_rsi_pred_val,0.0788,2,1,4.28,0.0,1,39.025001525878906
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,36.0724983215332
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,35.567501068115234
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,41.0
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,41.01250076293945
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.097,1,1,4.5,0.0,1,37.63750076293945
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.1273,1,0,0.0,0.0,0,38.28499984741211
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,44.775001525878906
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,44.814998626708984
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,44.6150016784668
AAPL,HL,BOTTOM,2.0,vwap_sigma_current,0.3636,5,1,4.43,-0.5,1,39.8849983215332
AAPL,LL,BOTTOM,1.0,sigma_tide,0.297,5,2,12.53,-0.2,2,38.787498474121094
AAPL,HL,BOTTOM,1.0,sigma_tide,0.2727,5,1,5.52,0.0,1,39.102500915527344
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,45.43000030517578
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,44.99250030517578
AAPL,HL,BOTTOM,,,0.0,0,0,0.0,0.0,0,42.212501525878906
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,41.23500061035156
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,43.95500183105469
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,44.560001373291016
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,44.459999084472656
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,41.05500030517578
AAPL,LL,BOTTOM,,,0.0,0,0,0.0,0.0,0,40.58000183105469
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,48.32749938964844
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,48.494998931884766
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,48.3650016784668
AAPL,HL,BOTTOM,,,0.0,0,1,4.17,0.0,1,45.54249954223633
AAPL,HL,BOTTOM,1.0,vwap_sigma_wave,0.0545,1,0,0.0,0.0,0,46.10749816894531
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,57.31999969482422
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,58.01750183105469
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,56.997501373291016
AAPL,LL,BOTTOM,1.0,sigma_tide,0.1758,4,4,23.29,-0.3,4,43.0724983215332
AAPL,LH,TOP,1.0,sigma_tide,-0.0909,4,0,0.0,-0.0,0,46.20500183105469
AAPL,LH,TOP,2.0,sigma_tide,-0.3212,4,1,4.51,-0.0,1,44.17250061035156
AAPL,LL,BOTTOM,1.0,sigma_tide,0.1091,3,3,17.53,-0.5,3,36.70750045776367
AAPL,LH,TOP,1.0,vwap_spread_current_wave,0.3576,5,3,12.62,-1.3,3,39.47999954223633
AAPL,LH,TOP,1.0,vwap_spread_current_wave,0.2848,5,9,65.59,-0.2,9,35.54750061035156
AAPL,HL,BOTTOM,1.0,kf_price_filt_vel,0.5152,9,4,17.47,-0.0,4,37.064998626708984
AAPL,HH,TOP,6.0,kf_rsi_pred_val,-0.0424,2,0,0.0,0.0,0,52.287498474121094
AAPL,HH,TOP,7.0,kf_rsi_pred_val,-0.0788,2,0,0.0,0.0,0,52.9375
AAPL,HL,BOTTOM,,,0.0,0,1,4.02,0.0,1,43.32500076293945
AAPL,HL,BOTTOM,1.0,rsi_value,0.0545,1,0,0.0,0.0,0,44.90999984741211
AAPL,LH,TOP,,,0.0,0,0,0.0,0.1,0,52.19499969482422
AAPL,HH,TOP,,,0.0,0,0,0.0,-0.0,0,53.2599983215332
AAPL,LH,TOP,,,0.0,0,0,0.0,-0.1,0,52.10749816894531
AAPL,HL,BOTTOM,,,0.0,0,1,5.34,0.2,1,48.334999084472656
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.0545,1,0,0.0,0.1,0,49.25
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,79.90249633789062
AAPL,HH,TOP,,,0.0,0,0,0.0,0.0,0,81.80000305175781
AAPL,LH,TOP,,,0.0,0,0,0.0,0.0,0,81.21749877929688
AAPL,HL,BOTTOM,2.0,vwap_sigma_wave,0.103,2,2,9.98,-0.5,2,68.37999725341797
AAPL,LL,BOTTOM,1.0,vwap_sigma_wave,0.1758,2,1,4.7,-0.6,1,68.33999633789062
AAPL,LH,TOP,1.0,kf_price_filt_vel,0.2606,3,0,0.0,0.3,0,72.33000183105469
AAPL,HH,TOP,2.0,kf_price_filt_vel,0.1515,3,0,0.0,-0.0,0,75.68499755859375
AAPL,LH,TOP,3.0,kf_price_filt_vel,0.0424,3,0,0.0,1.1,0,73.2300033569336
AAPL,LL,BOTTOM,5.0,kf_price_filt_vel,-0.1758,3,3,31.38,1.7,3,66.5425033569336
AAPL,HL,BOTTOM,1.0,kf_price_pred_val,0.0121,3,0,0.0,0.4,0,71.33499908447266
AAPL,LH,TOP,2.0,kf_price_pred_val,-0.0424,3,0,0.0,-0.5,0,68.85749816894531
