ticker,timestamp,tp_type,price,archetype,is_reversal,preceding_leg_pct,following_leg_pct,preceding_days,following_days,swing_magnitude,rc_signature,full_archetype
AAPL,1996-04-04 14:30:00+00:00,MIN,0.215402,HL,True,-5.39,7.77,3,4,NORMAL,T(-)C(-)W(-),LL_TO_HL
AAPL,1996-04-09 13:30:00+00:00,MAX,0.232143,HH,True,7.77,-8.65,4,23,NORMAL,T(-)C(-)W(-),HH
AAPL,1996-05-02 13:30:00+00:00,MIN,0.212053,LL,True,-8.65,20.0,23,13,MAJOR,T(-)C(-)W(-),LL
AAPL,1996-05-15 13:30:00+00:00,MAX,0.254464,HH,True,20.0,-12.72,13,14,NORMAL,T(-)C(-)W(+),HH
AAPL,1996-05-29 13:30:00+00:00,MIN,0.222098,HL,True,-12.72,5.03,14,2,MINOR,T(-)C(+)W(+),LL_TO_HL
AAPL,1996-05-31 13:30:00+00:00,MAX,0.233259,LH,True,5.03,-23.92,2,26,MAJOR,T(-)C(+)W(+),HH_TO_LH
AAPL,1996-06-26 13:30:00+00:00,MIN,0.177455,LL,True,-23.92,8.18,26,5,NORMAL,T(-)C(-)W(-),LL
AAPL,1996-07-01 13:30:00+00:00,MAX,0.191964,LH,True,8.18,-21.51,5,15,MAJOR,T(-)C(-)W(-),LH
AAPL,1996-07-16 13:30:00+00:00,MIN,0.150669,LL,True,-21.51,31.85,15,13,EXTREME,T(-)C(-)W(-),LL
AAPL,1996-07-29 13:30:00+00:00,MAX,0.198661,HH,True,31.85,-5.62,13,7,MINOR,T(-)C(-)W(-),HH
AAPL,1996-08-05 13:30:00+00:00,MIN,0.1875,HL,True,-5.62,18.45,7,23,MAJOR,T(-)C(-)W(+),LL_TO_HL
AAPL,1996-08-28 13:30:00+00:00,MAX,0.222098,HH,True,18.45,-18.09,23,15,MAJOR,T(-)C(+)W(+),HH
AAPL,1996-09-12 13:30:00+00:00,MIN,0.181919,LL,True,-18.09,15.34,15,6,MAJOR,T(-)C(+)W(+),LL
AAPL,1996-09-18 13:30:00+00:00,MAX,0.209821,LH,True,15.34,-5.59,6,12,MINOR,T(-)C(+)W(-),HH_TO_LH
AAPL,1996-09-30 13:30:00+00:00,MIN,0.198102,HL,True,-5.59,10.99,12,1,NORMAL,T(-)C(+)W(-),LL_TO_HL
AAPL,1996-10-01 13:30:00+00:00,MAX,0.219866,HH,True,10.99,-9.14,1,2,NORMAL,T(-)C(+)W(-),HH
AAPL,1996-10-03 13:30:00+00:00,MIN,0.199777,HL,True,-9.14,18.71,2,15,MAJOR,T(-)C(+)W(-),HL
AAPL,1996-10-18 13:30:00+00:00,MAX,0.237165,HH,True,18.71,-13.88,15,12,NORMAL,T(-)C(+)W(+),HH
AAPL,1996-10-30 14:30:00+00:00,MIN,0.204241,HL,True,-13.88,14.75,12,9,NORMAL,T(-)C(+)W(+),HL
AAPL,1996-11-08 14:30:00+00:00,MAX,0.234375,LH,True,14.75,-15.24,9,41,MAJOR,T(-)C(+)W(+),HH_TO_LH
AAPL,1996-12-19 14:30:00+00:00,MIN,0.198661,LL,True,-15.24,5.62,41,1,MINOR,T(-)C(+)W(-),LL
AAPL,1996-12-20 14:30:00+00:00,MAX,0.209821,LH,True,5.62,-35.11,1,47,EXTREME,T(-)C(+)W(-),LH
AAPL,1997-02-05 14:30:00+00:00,MIN,0.136161,LL,True,-35.11,17.21,47,13,MAJOR,T(-)C(-)W(-),LL
AAPL,1997-02-18 14:30:00+00:00,MAX,0.159598,LH,True,17.21,-9.79,13,13,NORMAL,T(-)C(-)W(-),LH
AAPL,1997-03-03 14:30:00+00:00,MIN,0.143973,HL,True,-9.79,5.43,13,2,MINOR,T(-)C(-)W(-),LL_TO_HL
AAPL,1997-03-05 14:30:00+00:00,MAX,0.151786,LH,True,5.43,-5.15,2,14,MINOR,T(-)C(-)W(+),LH
AAPL,1997-03-19 14:30:00+00:00,MIN,0.143973,LL,True,-5.15,15.5,14,8,MAJOR,T(-)C(-)W(+),LL
AAPL,1997-03-27 14:30:00+00:00,MAX,0.166294,HH,True,15.5,-6.04,8,5,MINOR,T(-)C(-)W(+),HH
AAPL,1997-04-01 14:30:00+00:00,MIN,0.15625,HL,True,-6.04,11.43,5,5,NORMAL,T(-)C(-)W(+),LL_TO_HL
AAPL,1997-04-07 13:30:00+00:00,MAX,0.174107,HH,True,11.43,-15.38,5,30,MAJOR,T(-)C(+)W(+),HH
AAPL,1997-05-07 13:30:00+00:00,MIN,0.147321,LL,True,-15.38,7.58,30,8,NORMAL,T(-)C(+)W(-),LL
AAPL,1997-05-15 13:30:00+00:00,MAX,0.158482,LH,True,7.58,-12.68,8,32,NORMAL,T(-)C(+)W(-),HH_TO_LH
AAPL,1997-06-16 13:30:00+00:00,MIN,0.138393,LL,True,-12.68,5.44,32,1,MINOR,T(-)C(-)W(-),LL
AAPL,1997-06-17 13:30:00+00:00,MAX,0.145926,LH,True,5.44,-20.08,1,15,MAJOR,T(-)C(-)W(-),LH
AAPL,1997-07-02 13:30:00+00:00,MIN,0.116629,LL,True,-20.08,33.97,15,15,EXTREME,T(-)C(-)W(-),LL
AAPL,1997-07-17 13:30:00+00:00,MAX,0.15625,HH,True,33.97,-9.64,15,7,NORMAL,T(-)C(-)W(-),HH
AAPL,1997-07-24 13:30:00+00:00,MIN,0.141183,HL,True,-9.64,84.58,7,14,EXTREME,T(-)C(-)W(+),LL_TO_HL
AAPL,1997-08-07 13:30:00+00:00,MAX,0.260602,HH,True,84.58,-24.41,14,5,MAJOR,T(-)C(+)W(+),HH
AAPL,1997-08-12 13:30:00+00:00,MIN,0.196986,HL,True,-24.41,11.62,5,8,NORMAL,T(-)C(+)W(+),HL
AAPL,1997-08-20 13:30:00+00:00,MAX,0.219866,LH,True,11.62,-12.69,8,19,NORMAL,T(-)C(+)W(+),HH_TO_LH
AAPL,1997-09-08 13:30:00+00:00,MIN,0.191964,LL,True,-12.69,6.69,19,2,MINOR,T(-)C(+)W(+),LL
AAPL,1997-09-10 13:30:00+00:00,MAX,0.204799,LH,True,6.69,-6.27,2,5,MINOR,T(-)C(+)W(+),LH
AAPL,1997-09-15 13:30:00+00:00,MIN,0.191964,LL,True,-6.27,6.1,5,7,MINOR,T(-)C(+)W(-),LL
AAPL,1997-09-22 13:30:00+00:00,MAX,0.203683,LH,True,6.1,-7.4,7,3,NORMAL,T(-)C(+)W(-),LH
AAPL,1997-09-25 13:30:00+00:00,MIN,0.188616,LL,True,-7.4,12.72,3,20,NORMAL,T(-)C(+)W(-),LL
AAPL,1997-10-15 13:30:00+00:00,MAX,0.212611,HH,True,12.72,-30.45,20,9,EXTREME,T(-)C(+)W(+),HH
AAPL,1997-10-24 13:30:00+00:00,MIN,0.147879,LL,True,-30.45,9.43,9,4,NORMAL,T(-)C(-)W(-),LL
AAPL,1997-10-28 14:30:00+00:00,MAX,0.16183,LH,True,9.43,-8.97,4,2,NORMAL,T(+)C(-)W(-),HH_TO_LH
AAPL,1997-10-30 14:30:00+00:00,MIN,0.147321,LL,True,-8.97,19.7,2,8,MAJOR,T(+)C(-)W(-),LL
AAPL,1997-11-07 14:30:00+00:00,MAX,0.176339,HH,True,19.7,-34.49,8,46,EXTREME,T(+)C(-)W(-),HH
AAPL,1997-12-23 14:30:00+00:00,MIN,0.115513,LL,True,-34.49,46.38,46,14,EXTREME,T(+)C(-)W(-),LL
AAPL,1998-01-06 14:30:00+00:00,MAX,0.169085,LH,True,46.38,-7.59,14,1,NORMAL,T(+)C(-)W(-),HH_TO_LH
AAPL,1998-01-07 14:30:00+00:00,MIN,0.15625,HL,True,-7.59,12.86,1,7,NORMAL,T(+)C(-)W(-),LL_TO_HL
AAPL,1998-01-14 14:30:00+00:00,MAX,0.176339,HH,True,12.86,-10.44,7,19,NORMAL,T(+)C(-)W(+),HH
AAPL,1998-02-02 14:30:00+00:00,MIN,0.157924,HL,True,-10.44,38.16,19,30,EXTREME,T(+)C(+)W(+),HL
AAPL,1998-03-04 14:30:00+00:00,MAX,0.218192,HH,True,38.16,-6.91,30,5,MINOR,T(+)C(+)W(+),HH
AAPL,1998-03-09 14:30:00+00:00,MIN,0.203125,HL,True,-6.91,23.08,5,15,MAJOR,T(+)C(+)W(+),HL
AAPL,1998-03-24 14:30:00+00:00,MAX,0.25,HH,True,23.08,-10.71,15,14,NORMAL,T(+)C(+)W(+),HH
AAPL,1998-04-08 13:30:00+00:00,MIN,0.223214,HL,True,-10.71,16.0,14,12,MAJOR,T(+)C(+)W(+),HL
AAPL,1998-04-20 13:30:00+00:00,MAX,0.258928,HH,True,16.0,-7.11,12,8,NORMAL,T(+)C(+)W(+),HH
AAPL,1998-04-28 13:30:00+00:00,MIN,0.240513,HL,True,-7.11,14.85,8,13,NORMAL,T(+)C(+)W(+),HL
AAPL,1998-05-11 13:30:00+00:00,MAX,0.276227,HH,True,14.85,-15.15,13,21,MAJOR,T(+)C(+)W(+),HH
AAPL,1998-06-01 13:30:00+00:00,MIN,0.234375,LL,True,-15.15,42.86,21,45,EXTREME,T(+)C(+)W(-),LL
AAPL,1998-07-16 13:30:00+00:00,MAX,0.334821,HH,True,42.86,-10.33,45,12,NORMAL,T(+)C(+)W(+),HH
AAPL,1998-07-28 13:30:00+00:00,MIN,0.300223,HL,True,-10.33,8.55,12,2,NORMAL,T(+)C(+)W(+),LL_TO_HL
AAPL,1998-07-30 13:30:00+00:00,MAX,0.325893,LH,True,8.55,-6.34,2,5,MINOR,T(+)C(+)W(+),HH_TO_LH
AAPL,1998-08-04 13:30:00+00:00,MIN,0.305245,HL,True,-6.34,25.78,5,17,MAJOR,T(+)C(+)W(+),HL
AAPL,1998-08-21 13:30:00+00:00,MAX,0.383928,HH,True,25.78,-27.47,17,10,MAJOR,T(+)C(+)W(+),HH
AAPL,1998-08-31 13:30:00+00:00,MIN,0.27846,LL,True,-27.47,22.65,10,8,MAJOR,T(+)C(+)W(+),LL
AAPL,1998-09-08 13:30:00+00:00,MAX,0.341518,LH,True,22.65,-5.88,8,9,MINOR,T(+)C(+)W(+),HH_TO_LH
AAPL,1998-09-17 13:30:00+00:00,MIN,0.321428,HL,True,-5.88,9.72,9,12,NORMAL,T(+)C(+)W(-),LL_TO_HL
AAPL,1998-09-29 13:30:00+00:00,MAX,0.352678,HH,True,9.72,-21.99,12,9,MAJOR,T(+)C(+)W(-),HH
AAPL,1998-10-08 13:30:00+00:00,MIN,0.275111,LL,True,-21.99,25.76,9,5,MAJOR,T(+)C(-)W(-),LL
AAPL,1998-10-13 13:30:00+00:00,MAX,0.345982,LH,True,25.76,-8.39,5,10,NORMAL,T(+)C(-)W(-),HH_TO_LH
AAPL,1998-10-23 13:30:00+00:00,MIN,0.316964,HL,True,-8.39,5.46,10,3,MINOR,T(+)C(-)W(-),LL_TO_HL
AAPL,1998-10-26 14:30:00+00:00,MAX,0.334263,LH,True,5.46,-5.84,3,1,MINOR,T(+)C(-)W(-),LH
AAPL,1998-10-27 14:30:00+00:00,MIN,0.314732,LL,True,-5.84,9.75,1,8,NORMAL,T(+)C(-)W(-),LL
AAPL,1998-11-04 14:30:00+00:00,MAX,0.345424,HH,True,9.75,-13.25,8,7,NORMAL,T(+)C(-)W(+),HH
AAPL,1998-11-11 14:30:00+00:00,MIN,0.299665,LL,True,-13.25,8.01,7,12,NORMAL,T(+)C(-)W(+),LL
AAPL,1998-11-23 14:30:00+00:00,MAX,0.32366,LH,True,8.01,-11.9,12,7,NORMAL,T(+)C(-)W(-),HH_TO_LH
AAPL,1998-11-30 14:30:00+00:00,MIN,0.285156,LL,True,-11.9,12.72,7,2,NORMAL,T(+)C(-)W(-),LL
AAPL,1998-12-02 14:30:00+00:00,MAX,0.321428,LH,True,12.72,-11.11,2,7,NORMAL,T(+)C(-)W(-),LH
AAPL,1998-12-09 14:30:00+00:00,MIN,0.285714,HL,True,-11.11,45.31,7,35,EXTREME,T(+)C(-)W(-),LL_TO_HL
AAPL,1999-01-13 14:30:00+00:00,MAX,0.415178,HH,True,45.31,-16.67,35,9,MAJOR,T(+)C(+)W(+),HH
AAPL,1999-01-22 14:30:00+00:00,MIN,0.345982,HL,True,-16.67,6.29,9,7,MINOR,T(+)C(+)W(+),HL
AAPL,1999-01-29 14:30:00+00:00,MAX,0.367745,LH,True,6.29,-11.84,7,7,NORMAL,T(+)C(+)W(+),HH_TO_LH
AAPL,1999-02-05 14:30:00+00:00,MIN,0.324218,LL,True,-11.84,9.12,7,6,NORMAL,T(+)C(+)W(-),LL
AAPL,1999-02-11 14:30:00+00:00,MAX,0.353794,LH,True,9.12,-9.15,6,7,NORMAL,T(+)C(+)W(-),LH
AAPL,1999-02-18 14:30:00+00:00,MIN,0.321428,LL,True,-9.15,6.77,7,4,MINOR,T(+)C(+)W(-),LL
AAPL,1999-02-22 14:30:00+00:00,MAX,0.343192,LH,True,6.77,-16.26,4,17,MAJOR,T(+)C(+)W(-),LH
AAPL,1999-03-11 14:30:00+00:00,MIN,0.287388,LL,True,-16.26,10.29,17,5,NORMAL,T(+)C(-)W(-),LL
AAPL,1999-03-16 14:30:00+00:00,MAX,0.316964,LH,True,10.29,-7.04,5,7,NORMAL,T(+)C(-)W(-),LH
AAPL,1999-03-23 14:30:00+00:00,MIN,0.294643,HL,True,-7.04,15.15,7,13,MAJOR,T(+)C(-)W(-),LL_TO_HL
AAPL,1999-04-06 13:30:00+00:00,MAX,0.339285,HH,True,15.15,-10.86,13,13,NORMAL,T(+)C(-)W(+),HH
AAPL,1999-04-19 13:30:00+00:00,MIN,0.302455,HL,True,-10.86,35.06,13,8,EXTREME,T(+)C(-)W(+),HL
AAPL,1999-04-27 13:30:00+00:00,MAX,0.408482,HH,True,35.06,-6.01,8,2,MINOR,T(+)C(-)W(+),HH
AAPL,1999-04-29 13:30:00+00:00,MIN,0.383928,HL,True,-6.01,15.26,2,4,MAJOR,T(+)C(+)W(+),HL
AAPL,1999-05-03 13:30:00+00:00,MAX,0.442522,HH,True,15.26,-16.27,4,22,MAJOR,T(+)C(+)W(+),HH
AAPL,1999-05-25 13:30:00+00:00,MIN,0.370535,LL,True,-16.27,17.92,22,13,MAJOR,T(+)C(+)W(+),LL
AAPL,1999-06-07 13:30:00+00:00,MAX,0.436942,LH,True,17.92,-7.15,13,7,NORMAL,T(+)C(+)W(+),HH_TO_LH
AAPL,1999-06-14 13:30:00+00:00,MIN,0.405692,HL,True,-7.15,5.5,7,2,MINOR,T(+)C(+)W(+),LL_TO_HL
AAPL,1999-06-16 13:30:00+00:00,MAX,0.428013,LH,True,5.5,-11.99,2,9,NORMAL,T(+)C(+)W(+),LH
AAPL,1999-06-25 13:30:00+00:00,MIN,0.376674,LL,True,-11.99,32.59,9,19,EXTREME,T(+)C(+)W(+),LL
AAPL,1999-07-14 13:30:00+00:00,MAX,0.499441,HH,True,32.59,-8.94,19,12,NORMAL,T(+)C(+)W(+),HH
AAPL,1999-07-26 13:30:00+00:00,MIN,0.454799,HL,True,-8.94,55.21,12,56,EXTREME,T(+)C(+)W(+),LL_TO_HL
AAPL,1999-09-20 13:30:00+00:00,MAX,0.705914,HH,True,55.21,-25.3,56,9,MAJOR,T(+)C(+)W(+),HH
AAPL,1999-09-29 13:30:00+00:00,MIN,0.527343,HL,True,-25.3,15.03,9,6,MAJOR,T(+)C(+)W(+),HL
AAPL,1999-10-05 13:30:00+00:00,MAX,0.606584,LH,True,15.03,-5.75,6,8,MINOR,T(+)C(+)W(-),HH_TO_LH
AAPL,1999-10-13 13:30:00+00:00,MIN,0.571707,HL,True,-5.75,16.45,8,2,MAJOR,T(+)C(+)W(-),HL
AAPL,1999-10-15 13:30:00+00:00,MAX,0.665736,HH,True,16.45,-8.13,2,4,NORMAL,T(+)C(+)W(-),HH
