ticker,timestamp,tp_type,price,prev_leg_pct,next_leg_pct,prev_duration_days,next_duration_days,classification
AAPL,1994-11-14 14:30:00+00:00,MAX,0.379464,5.26,-15.59,10,24,LOWER_HIGH
AAPL,1994-12-08 14:30:00+00:00,MIN,0.320312,-15.59,30.31,24,34,LOWER_LOW
AAPL,1995-01-11 14:30:00+00:00,MAX,0.41741,30.31,-15.51,34,15,HIGHER_HIGH
AAPL,1995-01-26 14:30:00+00:00,MIN,0.352678,-15.51,10.76,15,15,HIGHER_LOW
AAPL,1995-02-10 14:30:00+00:00,MAX,0.390625,10.76,-12.57,15,17,LOWER_HIGH
AAPL,1995-02-27 14:30:00+00:00,MIN,0.341518,-12.57,5.23,17,4,LOWER_LOW
AAPL,1995-03-03 14:30:00+00:00,MAX,0.359375,5.23,-13.04,4,11,LOWER_HIGH
AAPL,1995-03-14 14:30:00+00:00,MIN,0.3125,-13.04,8.75,11,8,LOWER_LOW
AAPL,1995-03-22 14:30:00+00:00,MAX,0.339843,8.75,-11.0,8,12,LOWER_HIGH
AAPL,1995-04-04 13:30:00+00:00,MIN,0.302455,-11.0,15.13,12,8,LOWER_LOW
AAPL,1995-04-12 13:30:00+00:00,MAX,0.348214,15.13,-6.73,8,7,HIGHER_HIGH
AAPL,1995-04-19 13:30:00+00:00,MIN,0.324776,-6.73,21.31,7,33,HIGHER_LOW
AAPL,1995-05-22 13:30:00+00:00,MAX,0.393973,21.31,-5.81,33,9,HIGHER_HIGH
AAPL,1995-05-31 13:30:00+00:00,MIN,0.371093,-5.81,18.8,9,21,HIGHER_LOW
AAPL,1995-06-21 13:30:00+00:00,MAX,0.440848,18.8,-6.08,21,6,HIGHER_HIGH
AAPL,1995-06-27 13:30:00+00:00,MIN,0.414062,-6.08,5.66,6,20,HIGHER_LOW
AAPL,1995-07-17 13:30:00+00:00,MAX,0.4375,5.66,-10.71,20,4,LOWER_HIGH
AAPL,1995-07-21 13:30:00+00:00,MIN,0.390625,-10.71,7.0,4,6,LOWER_LOW
AAPL,1995-07-27 13:30:00+00:00,MAX,0.417968,7.0,-9.21,6,12,LOWER_HIGH
AAPL,1995-08-08 13:30:00+00:00,MIN,0.379464,-9.21,7.65,12,16,LOWER_LOW
AAPL,1995-08-24 13:30:00+00:00,MAX,0.408482,7.65,-21.58,16,22,LOWER_HIGH
AAPL,1995-09-15 13:30:00+00:00,MIN,0.320312,-21.58,5.23,22,13,LOWER_LOW
AAPL,1995-09-28 13:30:00+00:00,MAX,0.337053,5.23,-8.11,13,12,LOWER_HIGH
AAPL,1995-10-10 13:30:00+00:00,MIN,0.30971,-8.11,7.75,12,8,LOWER_LOW
AAPL,1995-10-18 13:30:00+00:00,MAX,0.333705,7.75,-7.02,8,1,LOWER_HIGH
AAPL,1995-10-19 13:30:00+00:00,MIN,0.310268,-7.02,19.42,1,26,HIGHER_LOW
AAPL,1995-11-14 14:30:00+00:00,MAX,0.370535,19.42,-23.95,26,51,HIGHER_HIGH
AAPL,1996-01-04 14:30:00+00:00,MIN,0.281808,-23.95,9.7,51,4,LOWER_LOW
AAPL,1996-01-08 14:30:00+00:00,MAX,0.309151,9.7,-5.42,4,1,LOWER_HIGH
AAPL,1996-01-09 14:30:00+00:00,MIN,0.29241,-5.42,6.87,1,2,HIGHER_LOW
AAPL,1996-01-11 14:30:00+00:00,MAX,0.3125,6.87,-14.64,2,8,HIGHER_HIGH
AAPL,1996-01-19 14:30:00+00:00,MIN,0.266741,-14.64,7.95,8,5,LOWER_LOW
AAPL,1996-01-24 14:30:00+00:00,MAX,0.287946,7.95,-15.31,5,6,LOWER_HIGH
AAPL,1996-01-30 14:30:00+00:00,MIN,0.243861,-15.31,8.47,6,7,LOWER_LOW
AAPL,1996-02-06 14:30:00+00:00,MAX,0.264509,8.47,-7.17,7,10,LOWER_HIGH
AAPL,1996-02-16 14:30:00+00:00,MIN,0.245535,-7.17,8.64,10,6,HIGHER_LOW
AAPL,1996-02-22 14:30:00+00:00,MAX,0.266741,8.64,-20.08,6,33,HIGHER_HIGH
AAPL,1996-03-26 14:30:00+00:00,MIN,0.213169,-20.08,6.81,33,6,LOWER_LOW
AAPL,1996-04-01 14:30:00+00:00,MAX,0.227678,6.81,-5.39,6,3,LOWER_HIGH
AAPL,1996-04-04 14:30:00+00:00,MIN,0.215402,-5.39,7.77,3,4,HIGHER_LOW
AAPL,1996-04-09 13:30:00+00:00,MAX,0.232143,7.77,-8.65,4,23,HIGHER_HIGH
AAPL,1996-05-02 13:30:00+00:00,MIN,0.212053,-8.65,20.0,23,13,LOWER_LOW
AAPL,1996-05-15 13:30:00+00:00,MAX,0.254464,20.0,-12.72,13,14,HIGHER_HIGH
AAPL,1996-05-29 13:30:00+00:00,MIN,0.222098,-12.72,5.03,14,2,HIGHER_LOW
AAPL,1996-05-31 13:30:00+00:00,MAX,0.233259,5.03,-23.92,2,26,LOWER_HIGH
AAPL,1996-06-26 13:30:00+00:00,MIN,0.177455,-23.92,8.18,26,5,LOWER_LOW
AAPL,1996-07-01 13:30:00+00:00,MAX,0.191964,8.18,-21.51,5,15,LOWER_HIGH
AAPL,1996-07-16 13:30:00+00:00,MIN,0.150669,-21.51,31.85,15,13,LOWER_LOW
AAPL,1996-07-29 13:30:00+00:00,MAX,0.198661,31.85,-5.62,13,7,HIGHER_HIGH
AAPL,1996-08-05 13:30:00+00:00,MIN,0.1875,-5.62,18.45,7,23,HIGHER_LOW
AAPL,1996-08-28 13:30:00+00:00,MAX,0.222098,18.45,-18.09,23,15,HIGHER_HIGH
AAPL,1996-09-12 13:30:00+00:00,MIN,0.181919,-18.09,15.34,15,6,LOWER_LOW
AAPL,1996-09-18 13:30:00+00:00,MAX,0.209821,15.34,-5.59,6,12,LOWER_HIGH
AAPL,1996-09-30 13:30:00+00:00,MIN,0.198102,-5.59,10.99,12,1,HIGHER_LOW
AAPL,1996-10-01 13:30:00+00:00,MAX,0.219866,10.99,-9.14,1,2,HIGHER_HIGH
AAPL,1996-10-03 13:30:00+00:00,MIN,0.199777,-9.14,18.71,2,15,HIGHER_LOW
AAPL,1996-10-18 13:30:00+00:00,MAX,0.237165,18.71,-13.88,15,12,HIGHER_HIGH
AAPL,1996-10-30 14:30:00+00:00,MIN,0.204241,-13.88,14.75,12,9,HIGHER_LOW
AAPL,1996-11-08 14:30:00+00:00,MAX,0.234375,14.75,-15.24,9,41,LOWER_HIGH
AAPL,1996-12-19 14:30:00+00:00,MIN,0.198661,-15.24,5.62,41,1,LOWER_LOW
AAPL,1996-12-20 14:30:00+00:00,MAX,0.209821,5.62,-35.11,1,47,LOWER_HIGH
AAPL,1997-02-05 14:30:00+00:00,MIN,0.136161,-35.11,17.21,47,13,LOWER_LOW
AAPL,1997-02-18 14:30:00+00:00,MAX,0.159598,17.21,-9.79,13,13,LOWER_HIGH
AAPL,1997-03-03 14:30:00+00:00,MIN,0.143973,-9.79,5.43,13,2,HIGHER_LOW
AAPL,1997-03-05 14:30:00+00:00,MAX,0.151786,5.43,-5.15,2,14,LOWER_HIGH
AAPL,1997-03-19 14:30:00+00:00,MIN,0.143973,-5.15,15.5,14,8,LOWER_LOW
AAPL,1997-03-27 14:30:00+00:00,MAX,0.166294,15.5,-6.04,8,5,HIGHER_HIGH
AAPL,1997-04-01 14:30:00+00:00,MIN,0.15625,-6.04,11.43,5,5,HIGHER_LOW
AAPL,1997-04-07 13:30:00+00:00,MAX,0.174107,11.43,-15.38,5,30,HIGHER_HIGH
AAPL,1997-05-07 13:30:00+00:00,MIN,0.147321,-15.38,7.58,30,8,LOWER_LOW
AAPL,1997-05-15 13:30:00+00:00,MAX,0.158482,7.58,-12.68,8,32,LOWER_HIGH
AAPL,1997-06-16 13:30:00+00:00,MIN,0.138393,-12.68,5.44,32,1,LOWER_LOW
AAPL,1997-06-17 13:30:00+00:00,MAX,0.145926,5.44,-20.08,1,15,LOWER_HIGH
AAPL,1997-07-02 13:30:00+00:00,MIN,0.116629,-20.08,33.97,15,15,LOWER_LOW
AAPL,1997-07-17 13:30:00+00:00,MAX,0.15625,33.97,-9.64,15,7,HIGHER_HIGH
AAPL,1997-07-24 13:30:00+00:00,MIN,0.141183,-9.64,84.58,7,14,HIGHER_LOW
AAPL,1997-08-07 13:30:00+00:00,MAX,0.260602,84.58,-24.41,14,5,HIGHER_HIGH
AAPL,1997-08-12 13:30:00+00:00,MIN,0.196986,-24.41,11.62,5,8,HIGHER_LOW
AAPL,1997-08-20 13:30:00+00:00,MAX,0.219866,11.62,-12.69,8,19,LOWER_HIGH
AAPL,1997-09-08 13:30:00+00:00,MIN,0.191964,-12.69,6.69,19,2,LOWER_LOW
AAPL,1997-09-10 13:30:00+00:00,MAX,0.204799,6.69,-6.27,2,5,LOWER_HIGH
AAPL,1997-09-15 13:30:00+00:00,MIN,0.191964,-6.27,6.1,5,7,LOWER_LOW
AAPL,1997-09-22 13:30:00+00:00,MAX,0.203683,6.1,-7.4,7,3,LOWER_HIGH
AAPL,1997-09-25 13:30:00+00:00,MIN,0.188616,-7.4,12.72,3,20,LOWER_LOW
AAPL,1997-10-15 13:30:00+00:00,MAX,0.212611,12.72,-30.45,20,9,HIGHER_HIGH
AAPL,1997-10-24 13:30:00+00:00,MIN,0.147879,-30.45,9.43,9,4,LOWER_LOW
AAPL,1997-10-28 14:30:00+00:00,MAX,0.16183,9.43,-8.97,4,2,LOWER_HIGH
AAPL,1997-10-30 14:30:00+00:00,MIN,0.147321,-8.97,19.7,2,8,LOWER_LOW
AAPL,1997-11-07 14:30:00+00:00,MAX,0.176339,19.7,-34.49,8,46,HIGHER_HIGH
AAPL,1997-12-23 14:30:00+00:00,MIN,0.115513,-34.49,46.38,46,14,LOWER_LOW
AAPL,1998-01-06 14:30:00+00:00,MAX,0.169085,46.38,-7.59,14,1,LOWER_HIGH
AAPL,1998-01-07 14:30:00+00:00,MIN,0.15625,-7.59,12.86,1,7,HIGHER_LOW
AAPL,1998-01-14 14:30:00+00:00,MAX,0.176339,12.86,-10.44,7,19,HIGHER_HIGH
AAPL,1998-02-02 14:30:00+00:00,MIN,0.157924,-10.44,38.16,19,30,HIGHER_LOW
AAPL,1998-03-04 14:30:00+00:00,MAX,0.218192,38.16,-6.91,30,5,HIGHER_HIGH
AAPL,1998-03-09 14:30:00+00:00,MIN,0.203125,-6.91,23.08,5,15,HIGHER_LOW
AAPL,1998-03-24 14:30:00+00:00,MAX,0.25,23.08,-10.71,15,14,HIGHER_HIGH
AAPL,1998-04-08 13:30:00+00:00,MIN,0.223214,-10.71,16.0,14,12,HIGHER_LOW
AAPL,1998-04-20 13:30:00+00:00,MAX,0.258928,16.0,-7.11,12,8,HIGHER_HIGH
AAPL,1998-04-28 13:30:00+00:00,MIN,0.240513,-7.11,14.85,8,13,HIGHER_LOW
AAPL,1998-05-11 13:30:00+00:00,MAX,0.276227,14.85,-15.15,13,21,HIGHER_HIGH
AAPL,1998-06-01 13:30:00+00:00,MIN,0.234375,-15.15,42.86,21,45,LOWER_LOW
AAPL,1998-07-16 13:30:00+00:00,MAX,0.334821,42.86,-10.33,45,12,HIGHER_HIGH
AAPL,1998-07-28 13:30:00+00:00,MIN,0.300223,-10.33,8.55,12,2,HIGHER_LOW
AAPL,1998-07-30 13:30:00+00:00,MAX,0.325893,8.55,-6.34,2,5,LOWER_HIGH
AAPL,1998-08-04 13:30:00+00:00,MIN,0.305245,-6.34,25.78,5,17,HIGHER_LOW
AAPL,1998-08-21 13:30:00+00:00,MAX,0.383928,25.78,-27.47,17,10,HIGHER_HIGH
AAPL,1998-08-31 13:30:00+00:00,MIN,0.27846,-27.47,22.65,10,8,LOWER_LOW
AAPL,1998-09-08 13:30:00+00:00,MAX,0.341518,22.65,-5.88,8,9,LOWER_HIGH
AAPL,1998-09-17 13:30:00+00:00,MIN,0.321428,-5.88,9.72,9,12,HIGHER_LOW
AAPL,1998-09-29 13:30:00+00:00,MAX,0.352678,9.72,-21.99,12,9,HIGHER_HIGH
AAPL,1998-10-08 13:30:00+00:00,MIN,0.275111,-21.99,25.76,9,5,LOWER_LOW
AAPL,1998-10-13 13:30:00+00:00,MAX,0.345982,25.76,-8.39,5,10,LOWER_HIGH
AAPL,1998-10-23 13:30:00+00:00,MIN,0.316964,-8.39,5.46,10,3,HIGHER_LOW
AAPL,1998-10-26 14:30:00+00:00,MAX,0.334263,5.46,-5.84,3,1,LOWER_HIGH
AAPL,1998-10-27 14:30:00+00:00,MIN,0.314732,-5.84,9.75,1,8,LOWER_LOW
AAPL,1998-11-04 14:30:00+00:00,MAX,0.345424,9.75,-13.25,8,7,HIGHER_HIGH
AAPL,1998-11-11 14:30:00+00:00,MIN,0.299665,-13.25,8.01,7,12,LOWER_LOW
AAPL,1998-11-23 14:30:00+00:00,MAX,0.32366,8.01,-11.9,12,7,LOWER_HIGH
AAPL,1998-11-30 14:30:00+00:00,MIN,0.285156,-11.9,12.72,7,2,LOWER_LOW
AAPL,1998-12-02 14:30:00+00:00,MAX,0.321428,12.72,-11.11,2,7,LOWER_HIGH
AAPL,1998-12-09 14:30:00+00:00,MIN,0.285714,-11.11,45.31,7,35,HIGHER_LOW
AAPL,1999-01-13 14:30:00+00:00,MAX,0.415178,45.31,-16.67,35,9,HIGHER_HIGH
AAPL,1999-01-22 14:30:00+00:00,MIN,0.345982,-16.67,6.29,9,7,HIGHER_LOW
AAPL,1999-01-29 14:30:00+00:00,MAX,0.367745,6.29,-11.84,7,7,LOWER_HIGH
AAPL,1999-02-05 14:30:00+00:00,MIN,0.324218,-11.84,9.12,7,6,LOWER_LOW
AAPL,1999-02-11 14:30:00+00:00,MAX,0.353794,9.12,-9.15,6,7,LOWER_HIGH
AAPL,1999-02-18 14:30:00+00:00,MIN,0.321428,-9.15,6.77,7,4,LOWER_LOW
AAPL,1999-02-22 14:30:00+00:00,MAX,0.343192,6.77,-16.26,4,17,LOWER_HIGH
AAPL,1999-03-11 14:30:00+00:00,MIN,0.287388,-16.26,10.29,17,5,LOWER_LOW
AAPL,1999-03-16 14:30:00+00:00,MAX,0.316964,10.29,-7.04,5,7,LOWER_HIGH
AAPL,1999-03-23 14:30:00+00:00,MIN,0.294643,-7.04,15.15,7,13,HIGHER_LOW
AAPL,1999-04-06 13:30:00+00:00,MAX,0.339285,15.15,-10.86,13,13,HIGHER_HIGH
AAPL,1999-04-19 13:30:00+00:00,MIN,0.302455,-10.86,35.06,13,8,HIGHER_LOW
AAPL,1999-04-27 13:30:00+00:00,MAX,0.408482,35.06,-6.01,8,2,HIGHER_HIGH
AAPL,1999-04-29 13:30:00+00:00,MIN,0.383928,-6.01,15.26,2,4,HIGHER_LOW
AAPL,1999-05-03 13:30:00+00:00,MAX,0.442522,15.26,-16.27,4,22,HIGHER_HIGH
AAPL,1999-05-25 13:30:00+00:00,MIN,0.370535,-16.27,17.92,22,13,LOWER_LOW
AAPL,1999-06-07 13:30:00+00:00,MAX,0.436942,17.92,-7.15,13,7,LOWER_HIGH
AAPL,1999-06-14 13:30:00+00:00,MIN,0.405692,-7.15,5.5,7,2,HIGHER_LOW
AAPL,1999-06-16 13:30:00+00:00,MAX,0.428013,5.5,-11.99,2,9,LOWER_HIGH
AAPL,1999-06-25 13:30:00+00:00,MIN,0.376674,-11.99,32.59,9,19,LOWER_LOW
AAPL,1999-07-14 13:30:00+00:00,MAX,0.499441,32.59,-8.94,19,12,HIGHER_HIGH
AAPL,1999-07-26 13:30:00+00:00,MIN,0.454799,-8.94,55.21,12,56,HIGHER_LOW
AAPL,1999-09-20 13:30:00+00:00,MAX,0.705914,55.21,-25.3,56,9,HIGHER_HIGH
AAPL,1999-09-29 13:30:00+00:00,MIN,0.527343,-25.3,15.03,9,6,HIGHER_LOW
AAPL,1999-10-05 13:30:00+00:00,MAX,0.606584,15.03,-5.75,6,8,LOWER_HIGH
AAPL,1999-10-13 13:30:00+00:00,MIN,0.571707,-5.75,16.45,8,2,HIGHER_LOW
AAPL,1999-10-15 13:30:00+00:00,MAX,0.665736,16.45,-8.13,2,4,HIGHER_HIGH
AAPL,1999-10-19 13:30:00+00:00,MIN,0.611607,-8.13,40.69,4,20,HIGHER_LOW
AAPL,1999-11-08 14:30:00+00:00,MAX,0.86049,40.69,-7.2,20,7,HIGHER_HIGH
AAPL,1999-11-15 14:30:00+00:00,MIN,0.798548,-7.2,31.73,7,22,HIGHER_LOW
AAPL,1999-12-07 14:30:00+00:00,MAX,1.051896,31.73,-19.47,22,7,HIGHER_HIGH
AAPL,1999-12-14 14:30:00+00:00,MIN,0.847097,-19.47,9.09,7,9,HIGHER_LOW
AAPL,1999-12-23 14:30:00+00:00,MAX,0.924106,9.09,-5.13,9,5,LOWER_HIGH
AAPL,1999-12-28 14:30:00+00:00,MIN,0.876673,-5.13,14.0,5,6,HIGHER_LOW
AAPL,2000-01-03 14:30:00+00:00,MAX,0.999441,14.0,-22.11,6,9,HIGHER_HIGH
AAPL,2000-01-12 14:30:00+00:00,MIN,0.778459,-22.11,30.18,9,8,LOWER_LOW
AAPL,2000-01-20 14:30:00+00:00,MAX,1.013392,30.18,-6.39,8,4,HIGHER_HIGH
AAPL,2000-01-24 14:30:00+00:00,MIN,0.94866,-6.39,5.65,4,1,HIGHER_LOW
AAPL,2000-01-25 14:30:00+00:00,MAX,1.002231,5.65,-11.97,1,8,LOWER_HIGH
AAPL,2000-02-02 14:30:00+00:00,MIN,0.882254,-11.97,16.26,8,6,LOWER_LOW
AAPL,2000-02-08 14:30:00+00:00,MAX,1.025669,16.26,-5.33,6,3,HIGHER_HIGH
AAPL,2000-02-11 14:30:00+00:00,MIN,0.970981,-5.33,9.43,3,4,HIGHER_LOW
AAPL,2000-02-15 14:30:00+00:00,MAX,1.062499,9.43,-7.25,4,10,HIGHER_HIGH
AAPL,2000-02-25 14:30:00+00:00,MIN,0.98549,-7.25,18.06,10,5,HIGHER_LOW
AAPL,2000-03-01 14:30:00+00:00,MAX,1.163503,18.06,-12.33,5,13,HIGHER_HIGH
AAPL,2000-03-14 14:30:00+00:00,MIN,1.020088,-12.33,26.2,13,8,HIGHER_LOW
AAPL,2000-03-22 14:30:00+00:00,MAX,1.287387,26.2,-12.79,8,8,HIGHER_HIGH
AAPL,2000-03-30 14:30:00+00:00,MIN,1.122767,-12.79,8.0,8,1,HIGHER_LOW
AAPL,2000-03-31 14:30:00+00:00,MAX,1.21261,8.0,-7.82,1,5,LOWER_HIGH
AAPL,2000-04-06 13:30:00+00:00,MIN,1.117744,-7.82,5.24,5,1,LOWER_LOW
AAPL,2000-04-07 13:30:00+00:00,MAX,1.176338,5.24,-17.08,1,5,LOWER_HIGH
AAPL,2000-04-12 13:30:00+00:00,MIN,0.975445,-17.08,16.13,5,6,LOWER_LOW
AAPL,2000-04-18 13:30:00+00:00,MAX,1.132811,16.13,-6.31,6,2,LOWER_HIGH
AAPL,2000-04-20 13:30:00+00:00,MIN,1.061383,-6.31,7.94,2,5,HIGHER_LOW
AAPL,2000-04-25 13:30:00+00:00,MAX,1.145646,7.94,-22.6,5,15,HIGHER_HIGH
AAPL,2000-05-10 13:30:00+00:00,MIN,0.886718,-22.6,8.37,15,2,LOWER_LOW
AAPL,2000-05-12 13:30:00+00:00,MAX,0.960937,8.37,-21.95,2,19,LOWER_HIGH
AAPL,2000-05-31 13:30:00+00:00,MIN,0.749999,-21.95,14.96,19,7,LOWER_LOW
AAPL,2000-06-07 13:30:00+00:00,MAX,0.862164,14.96,-6.34,7,7,LOWER_HIGH
AAPL,2000-06-14 13:30:00+00:00,MIN,0.807477,-6.34,23.01,7,7,HIGHER_LOW
AAPL,2000-06-21 13:30:00+00:00,MAX,0.993303,23.01,-7.08,7,2,HIGHER_HIGH
AAPL,2000-06-23 13:30:00+00:00,MIN,0.92299,-7.08,5.32,2,5,HIGHER_LOW
AAPL,2000-06-28 13:30:00+00:00,MAX,0.972097,5.32,-5.86,5,1,LOWER_HIGH
AAPL,2000-06-29 13:30:00+00:00,MIN,0.915178,-5.86,14.88,1,13,LOWER_LOW
AAPL,2000-07-12 13:30:00+00:00,MAX,1.051338,14.88,-17.3,13,12,HIGHER_HIGH
AAPL,2000-07-24 13:30:00+00:00,MIN,0.869419,-17.3,6.8,12,3,LOWER_LOW
AAPL,2000-07-27 13:30:00+00:00,MAX,0.928571,6.8,-7.09,3,1,LOWER_HIGH
AAPL,2000-07-28 13:30:00+00:00,MIN,0.862722,-7.09,5.17,1,3,LOWER_LOW
AAPL,2000-07-31 13:30:00+00:00,MAX,0.907365,5.17,-8.12,3,15,LOWER_HIGH
AAPL,2000-08-15 13:30:00+00:00,MIN,0.833705,-8.12,35.88,15,17,LOWER_LOW
AAPL,2000-09-01 13:30:00+00:00,MAX,1.132811,35.88,-7.88,17,5,HIGHER_HIGH
AAPL,2000-09-06 13:30:00+00:00,MIN,1.043526,-7.88,6.1,5,1,HIGHER_LOW
AAPL,2000-09-07 13:30:00+00:00,MAX,1.107142,6.1,-10.91,1,8,LOWER_HIGH
AAPL,2000-09-15 13:30:00+00:00,MIN,0.986327,-10.91,10.52,8,5,LOWER_LOW
AAPL,2000-09-20 13:30:00+00:00,MAX,1.090122,10.52,-19.84,5,7,LOWER_HIGH
AAPL,2000-09-27 13:30:00+00:00,MIN,0.873883,-19.84,9.32,7,1,LOWER_LOW
AAPL,2000-09-28 13:30:00+00:00,MAX,0.955356,9.32,-58.29,1,5,LOWER_HIGH
AAPL,2000-10-03 13:30:00+00:00,MIN,0.398437,-58.29,5.88,5,1,LOWER_LOW
AAPL,2000-10-04 13:30:00+00:00,MAX,0.421875,5.88,-16.93,1,7,LOWER_HIGH
AAPL,2000-10-11 13:30:00+00:00,MIN,0.350446,-16.93,12.42,7,2,LOWER_LOW
AAPL,2000-10-13 13:30:00+00:00,MAX,0.393973,12.42,-14.16,2,6,LOWER_HIGH
AAPL,2000-10-19 13:30:00+00:00,MIN,0.338169,-14.16,7.59,6,4,LOWER_LOW
AAPL,2000-10-23 13:30:00+00:00,MAX,0.363839,7.59,-9.2,4,2,LOWER_HIGH
AAPL,2000-10-25 13:30:00+00:00,MIN,0.330357,-9.2,20.61,2,8,LOWER_LOW
AAPL,2000-11-02 14:30:00+00:00,MAX,0.398437,20.61,-14.57,8,8,HIGHER_HIGH
AAPL,2000-11-10 14:30:00+00:00,MIN,0.340401,-14.57,6.23,8,4,HIGHER_LOW
AAPL,2000-11-14 14:30:00+00:00,MAX,0.361607,6.23,-29.32,4,22,LOWER_HIGH
AAPL,2000-12-06 14:30:00+00:00,MIN,0.25558,-29.32,7.42,22,6,LOWER_LOW
AAPL,2000-12-12 14:30:00+00:00,MAX,0.274553,7.42,-8.94,6,7,LOWER_HIGH
AAPL,2000-12-19 14:30:00+00:00,MIN,0.25,-8.94,28.57,7,23,LOWER_LOW
AAPL,2001-01-11 14:30:00+00:00,MAX,0.321428,28.57,-6.6,23,6,HIGHER_HIGH
