feature,scale_pct,ticker,n_total,n_near,n_far,kl_near_vs_far,kl_near_to_far,kl_far_to_near,cohens_d,abs_cohens_d,overlap,mann_whitney_p,rank_biserial_r,near_mean,near_std,near_median,far_mean,far_std,far_median,lift_max,lift_lo,lift_hi,prec_lo,prec_hi,base_rate,selectivity_5v3,is_significant,kl_near_vs_far_rank,abs_cohens_d_rank,lift_max_rank,overlap_inv_rank,composite_score
kf_price_norm_innov,3,UNIVERSAL,91252,42076,22946,0.0995,0.1135,0.0855,0.0050,0.0050,0.8399,0.2160,0.0059,0.0173,2.7833,-0.0359,0.0054,1.4447,-0.0141,1.7243,1.6934,1.7243,0.7094,0.7223,0.4611,0.0000,False,0.6319,0.1188,0.6551,0.6058,0.5042
vol_of_vol_ratio,5,UNIVERSAL,91252,25542,42298,0.0280,0.0305,0.0256,0.2451,0.2451,0.9181,0.0000,-0.1008,0.1225,0.0771,0.1026,0.1063,0.0584,0.0931,1.5880,0.9440,1.5880,0.2531,0.4258,0.2799,0.1081,True,0.3710,0.7362,0.5768,0.3217,0.5039
tension_current,5,UNIVERSAL,91252,25542,42298,0.0451,0.0458,0.0445,0.2517,0.2517,0.8637,0.0000,-0.1508,-0.2640,1.3039,-0.2942,-0.5791,1.2196,-0.7476,1.1949,0.9100,1.1949,0.2533,0.3326,0.2799,0.1288,True,0.5101,0.7507,0.2029,0.5420,0.4999
tension_current,3,UNIVERSAL,91252,42076,22946,0.0508,0.0521,0.0496,0.2360,0.2360,0.8573,0.0000,-0.1421,-0.3306,1.3182,-0.3861,-0.6298,1.1708,-0.7931,1.1577,1.0266,1.1577,0.4665,0.5261,0.4611,0.0000,True,0.5217,0.7188,0.1768,0.5565,0.4917
kf_tension_pred_val,3,UNIVERSAL,91252,42076,22946,0.0677,0.0707,0.0647,0.0728,0.0728,0.8417,0.0000,-0.0474,-0.6448,1.3426,-0.7345,-0.7358,1.0607,-0.8402,1.3517,1.3517,1.2720,0.5948,0.5597,0.4611,0.0000,False,0.5652,0.4638,0.3420,0.5971,0.4904
tension_tide,3,UNIVERSAL,91252,42076,22946,0.0667,0.0700,0.0634,0.0800,0.0800,0.8444,0.0000,-0.0489,-0.6411,1.3249,-0.7451,-0.7399,1.0543,-0.8512,1.3292,1.3292,1.2720,0.5860,0.5608,0.4611,0.0000,False,0.5594,0.4841,0.3188,0.5826,0.4851
kf_tension_pred_vel,5,UNIVERSAL,91252,25542,42298,0.0374,0.0395,0.0354,-0.0570,0.0570,0.8908,0.3392,-0.0044,-0.0029,0.0958,0.0018,0.0016,0.0670,0.0004,1.6330,1.6330,1.3705,0.4254,0.3570,0.2799,0.0065,False,0.4478,0.4304,0.6014,0.4391,0.4801
kf_tension_filt_vel,5,UNIVERSAL,91252,25542,42298,0.0374,0.0395,0.0354,-0.0570,0.0570,0.8908,0.3392,-0.0044,-0.0029,0.0958,0.0018,0.0016,0.0670,0.0004,1.6330,1.6330,1.3705,0.4254,0.3570,0.2799,0.0065,False,0.4478,0.4304,0.6014,0.4391,0.4801
wave_accel,7,UNIVERSAL,91252,16805,56142,0.0388,0.0399,0.0377,-0.0712,0.0712,0.8817,0.0000,0.0672,-0.0031,0.0796,-0.0043,0.0012,0.0537,0.0007,1.5345,1.5345,1.3812,0.2610,0.2349,0.1842,0.0000,False,0.4667,0.4493,0.5101,0.4783,0.4755
d_wave_slope,7,UNIVERSAL,91252,16805,56142,0.0388,0.0399,0.0376,-0.0713,0.0713,0.8817,0.0000,0.0673,-0.0031,0.0796,-0.0042,0.0012,0.0537,0.0007,1.5331,1.5331,1.3811,0.2608,0.2349,0.1842,0.0000,False,0.4638,0.4522,0.5072,0.4754,0.4741
kf_conjugation_filt_vel,5,UNIVERSAL,91252,25542,42298,0.0383,0.0393,0.0372,-0.0992,0.0992,0.8809,0.0000,0.0861,-0.0030,0.0633,-0.0041,0.0022,0.0444,0.0013,1.3993,1.3993,1.1872,0.3702,0.3140,0.2799,-0.0258,False,0.4536,0.5464,0.3957,0.4913,0.4699
kf_conjugation_pred_vel,5,UNIVERSAL,91252,25542,42298,0.0383,0.0393,0.0372,-0.0992,0.0992,0.8809,0.0000,0.0861,-0.0030,0.0633,-0.0041,0.0022,0.0444,0.0013,1.3993,1.3993,1.1872,0.3702,0.3140,0.2799,-0.0258,False,0.4536,0.5464,0.3957,0.4913,0.4699
kf_rsi_filt_vel,5,UNIVERSAL,91252,25542,42298,0.0315,0.0332,0.0298,-0.1151,0.1151,0.9005,0.0000,0.0570,-0.1465,2.2954,-0.0598,0.0861,1.8339,0.1646,1.5070,1.5070,1.2455,0.4004,0.3309,0.2799,0.0024,False,0.3957,0.5696,0.4942,0.3899,0.4626
kf_rsi_pred_vel,5,UNIVERSAL,91252,25542,42298,0.0315,0.0332,0.0298,-0.1151,0.1151,0.9005,0.0000,0.0570,-0.1465,2.2954,-0.0598,0.0861,1.8339,0.1646,1.5070,1.5070,1.2455,0.4004,0.3309,0.2799,0.0024,False,0.3957,0.5696,0.4942,0.3899,0.4626
geo_state_norm,3,UNIVERSAL,91252,42076,22946,0.0293,0.0314,0.0272,0.2384,0.2384,0.9091,0.0000,-0.1241,2.2222,0.9773,2.0985,2.0021,0.8149,1.9272,1.3911,0.8796,1.3911,0.3970,0.6279,0.4611,0.0000,True,0.3768,0.7246,0.3768,0.3652,0.4614
kf_tension_filt_vel,3,UNIVERSAL,91252,42076,22946,0.0417,0.0451,0.0382,-0.0846,0.0846,0.8934,0.0000,0.0210,-0.0031,0.0894,0.0008,0.0037,0.0612,0.0011,1.4188,1.4188,1.1685,0.6259,0.5155,0.4611,0.0000,False,0.4884,0.5000,0.4159,0.4275,0.4610
kf_tension_pred_vel,3,UNIVERSAL,91252,42076,22946,0.0417,0.0451,0.0382,-0.0846,0.0846,0.8934,0.0000,0.0210,-0.0031,0.0894,0.0008,0.0037,0.0612,0.0011,1.4188,1.4188,1.1685,0.6259,0.5155,0.4611,0.0000,False,0.4884,0.5000,0.4159,0.4275,0.4610
d_conj_wave_tide,7,UNIVERSAL,91252,16805,56142,0.0362,0.0372,0.0351,-0.0641,0.0641,0.8853,0.0000,0.0629,-0.0028,0.0795,-0.0042,0.0011,0.0536,0.0005,1.5279,1.5279,1.3811,0.2601,0.2352,0.1842,0.0000,False,0.4377,0.4435,0.4986,0.4609,0.4590
spread_current_wave,5,UNIVERSAL,91252,25542,42298,0.0333,0.0326,0.0340,-0.2498,0.2498,0.8923,0.0000,0.1461,-0.1403,1.1666,-0.1622,0.1572,1.2054,0.2006,1.2573,1.1822,0.7427,0.3338,0.2097,0.2799,-0.0952,True,0.4058,0.7478,0.2551,0.4319,0.4588
kf_conjugation_filt_vel,3,UNIVERSAL,91252,42076,22946,0.0451,0.0472,0.0429,-0.1054,0.1054,0.8731,0.0000,0.1023,-0.0024,0.0597,-0.0035,0.0033,0.0407,0.0024,1.2478,1.2478,1.1180,0.5562,0.4984,0.4611,0.0000,False,0.5058,0.5580,0.2420,0.5145,0.4546
kf_conjugation_pred_vel,3,UNIVERSAL,91252,42076,22946,0.0451,0.0472,0.0429,-0.1054,0.1054,0.8731,0.0000,0.1023,-0.0024,0.0597,-0.0035,0.0033,0.0407,0.0024,1.2478,1.2478,1.1180,0.5562,0.4984,0.4611,0.0000,False,0.5058,0.5580,0.2420,0.5145,0.4546
kf_tension_filt_vel,7,UNIVERSAL,91252,16805,56142,0.0333,0.0348,0.0318,-0.0322,0.0322,0.8906,0.0000,-0.0238,-0.0017,0.0978,0.0032,0.0008,0.0712,0.0002,1.6992,1.6992,1.4868,0.2875,0.2516,0.1842,0.0000,False,0.4101,0.3290,0.6391,0.4449,0.4541
kf_tension_pred_vel,7,UNIVERSAL,91252,16805,56142,0.0333,0.0348,0.0318,-0.0322,0.0322,0.8906,0.0000,-0.0238,-0.0017,0.0978,0.0032,0.0008,0.0712,0.0002,1.6992,1.6992,1.4868,0.2875,0.2516,0.1842,0.0000,False,0.4101,0.3290,0.6391,0.4449,0.4541
kf_rsi_innov,3,UNIVERSAL,91252,42076,22946,0.0438,0.0467,0.0408,0.0242,0.0242,0.8820,0.0483,-0.0094,0.0619,6.1578,0.0163,-0.0758,4.6943,0.0171,1.5622,1.4609,1.5622,0.6263,0.6697,0.4611,0.0000,False,0.5014,0.2928,0.5333,0.4725,0.4514
kf_tension_uncert,3,UNIVERSAL,91252,42076,22946,0.1396,0.1490,0.1302,0.0016,0.0016,0.7866,0.0000,-0.0262,0.0777,0.0860,0.0339,0.0775,0.0861,0.0339,1.1470,0.8530,0.9764,0.3971,0.4546,0.4611,0.0000,False,0.7536,0.0667,0.1681,0.8174,0.4483
kf_tension_uncert,5,UNIVERSAL,91252,25542,42298,0.1145,0.1201,0.1089,0.0098,0.0098,0.8036,0.0000,-0.0244,0.0777,0.0863,0.0339,0.0768,0.0854,0.0339,1.1889,0.8111,0.9773,0.2297,0.2767,0.2799,-0.0002,False,0.6725,0.1739,0.2000,0.7623,0.4477
vol_of_vol_ratio,3,UNIVERSAL,91252,42076,22946,0.0255,0.0278,0.0232,0.2075,0.2075,0.9250,0.0000,-0.0905,0.1194,0.0734,0.1010,0.1052,0.0570,0.0924,1.4070,0.9927,1.4070,0.4442,0.6296,0.4611,0.0000,True,0.3565,0.6957,0.4058,0.2696,0.4362
d_rsi_value,3,UNIVERSAL,91252,42076,22946,0.0409,0.0415,0.0402,-0.0524,0.0524,0.8863,0.0000,0.0400,-0.1062,5.2075,0.0000,0.1480,4.1086,0.5000,1.3952,1.3602,1.3952,0.5934,0.6086,0.4611,0.0000,False,0.4841,0.4116,0.3855,0.4551,0.4355
wave_accel,5,UNIVERSAL,91252,25542,42298,0.0374,0.0382,0.0366,-0.0784,0.0784,0.8816,0.0000,0.0806,-0.0029,0.0753,-0.0041,0.0020,0.0524,0.0016,1.3333,1.3333,1.2466,0.3537,0.3307,0.2799,-0.0208,False,0.4435,0.4783,0.3275,0.4841,0.4313
d_wave_slope,5,UNIVERSAL,91252,25542,42298,0.0374,0.0382,0.0365,-0.0784,0.0784,0.8816,0.0000,0.0807,-0.0029,0.0753,-0.0041,0.0020,0.0524,0.0016,1.3324,1.3324,1.2465,0.3535,0.3307,0.2799,-0.0209,False,0.4406,0.4812,0.3246,0.4812,0.4299
kf_rsi_filt_vel,7,UNIVERSAL,91252,16805,56142,0.0233,0.0242,0.0224,-0.0882,0.0882,0.9130,0.0000,0.0406,-0.1220,2.3404,-0.0366,0.0558,1.9067,0.1401,1.5380,1.5380,1.3522,0.2667,0.2345,0.1842,0.0000,False,0.3406,0.5116,0.5145,0.3435,0.4274
kf_rsi_pred_vel,7,UNIVERSAL,91252,16805,56142,0.0233,0.0242,0.0224,-0.0882,0.0882,0.9130,0.0000,0.0406,-0.1220,2.3404,-0.0366,0.0558,1.9067,0.1401,1.5380,1.5380,1.3522,0.2667,0.2345,0.1842,0.0000,False,0.3406,0.5116,0.5145,0.3435,0.4274
wave_accel,3,UNIVERSAL,91252,42076,22946,0.0398,0.0413,0.0384,-0.0777,0.0777,0.8789,0.0000,0.0913,-0.0023,0.0705,-0.0033,0.0026,0.0483,0.0026,1.2040,1.2040,1.1526,0.5382,0.5152,0.4611,0.0000,False,0.4783,0.4725,0.2145,0.5072,0.4167
d_tension_tide,5,UNIVERSAL,91252,25542,42298,0.0333,0.0345,0.0321,-0.0242,0.0242,0.8941,0.0041,-0.0131,-0.0023,0.1970,0.0025,0.0016,0.1365,-0.0012,1.5755,1.5755,1.4257,0.4102,0.3712,0.2799,-0.0018,False,0.4029,0.2899,0.5536,0.4232,0.4164
d_wave_slope,3,UNIVERSAL,91252,42076,22946,0.0398,0.0413,0.0383,-0.0777,0.0777,0.8790,0.0000,0.0914,-0.0023,0.0705,-0.0033,0.0026,0.0483,0.0026,1.2035,1.2035,1.1525,0.5380,0.5152,0.4611,0.0000,False,0.4754,0.4754,0.2116,0.5043,0.4152
d_conj_wave_tide,5,UNIVERSAL,91252,25542,42298,0.0352,0.0359,0.0344,-0.0721,0.0721,0.8844,0.0000,0.0763,-0.0027,0.0753,-0.0041,0.0018,0.0524,0.0014,1.3271,1.3271,1.2470,0.3522,0.3309,0.2799,-0.0174,False,0.4290,0.4580,0.3159,0.4638,0.4149
sigma_wave,5,UNIVERSAL,91252,25542,42298,0.0207,0.0223,0.0191,-0.1206,0.1206,0.9281,0.0000,0.0636,-0.1059,1.3100,-0.0959,0.0404,1.1515,0.0716,1.5289,1.5289,1.1924,0.4063,0.3169,0.2799,-0.0127,False,0.3043,0.5797,0.5014,0.2522,0.4120
kf_rvol_pred_val,3,UNIVERSAL,91252,42076,22946,0.0224,0.0237,0.0211,0.1780,0.1780,0.9202,0.0000,-0.0907,1.0564,0.5164,0.9590,0.9713,0.3990,0.9074,1.3632,1.0148,1.3632,0.4545,0.6106,0.4611,0.0000,False,0.3304,0.6522,0.3536,0.3043,0.4114
d_conj_wave_tide,3,UNIVERSAL,91252,42076,22946,0.0389,0.0403,0.0376,-0.0726,0.0726,0.8795,0.0000,0.0875,-0.0022,0.0705,-0.0032,0.0024,0.0483,0.0023,1.2022,1.2022,1.1531,0.5374,0.5155,0.4611,0.0000,False,0.4696,0.4609,0.2058,0.4957,0.4067
kf_rsi_norm_innov,3,UNIVERSAL,91252,42076,22946,0.0340,0.0360,0.0319,0.0239,0.0239,0.8962,0.0967,-0.0079,0.0091,0.9623,0.0023,-0.0120,0.7157,0.0024,1.5009,1.4105,1.5009,0.6088,0.6478,0.4611,0.0000,False,0.4232,0.2870,0.4899,0.4116,0.4035
d_tension_tide,7,UNIVERSAL,91252,16805,56142,0.0308,0.0319,0.0296,-0.0145,0.0145,0.8981,0.0000,-0.0219,-0.0016,0.2038,0.0037,0.0007,0.1433,-0.0011,1.6726,1.6726,1.5329,0.2833,0.2596,0.1842,0.0000,False,0.3826,0.2087,0.6203,0.4058,0.4032
d_rsi_value,5,UNIVERSAL,91252,25542,42298,0.0270,0.0272,0.0268,-0.0424,0.0424,0.9074,0.0000,0.0332,-0.1194,5.3783,-0.1000,0.0826,4.3498,0.4000,1.4888,1.4149,1.4888,0.3718,0.3912,0.2799,-0.0065,False,0.3623,0.3855,0.4812,0.3710,0.3996
sigma_wave,3,UNIVERSAL,91252,42076,22946,0.0254,0.0277,0.0231,-0.1436,0.1436,0.9222,0.0000,0.0787,-0.0996,1.2713,-0.0923,0.0757,1.1237,0.1034,1.3386,1.3386,1.0510,0.5998,0.4710,0.4611,0.0000,False,0.3536,0.6029,0.3304,0.2899,0.3974
d_sigma_current,3,UNIVERSAL,91252,42076,22946,0.0426,0.0446,0.0406,-0.0067,0.0067,0.8790,0.1140,-0.0075,-0.0044,0.6637,-0.0018,-0.0003,0.5013,-0.0164,1.4518,1.4518,1.3630,0.6285,0.5901,0.4611,0.0000,False,0.4957,0.1507,0.4377,0.5014,0.3961
spread_current_wave,7,UNIVERSAL,91252,16805,56142,0.0214,0.0210,0.0218,-0.1879,0.1879,0.9128,0.0000,0.1122,-0.1376,1.1661,-0.1740,0.0867,1.2012,0.1203,1.2505,1.1520,0.7495,0.2142,0.1394,0.1842,0.0000,False,0.3130,0.6725,0.2464,0.3478,0.3932
d_sigma_current,7,UNIVERSAL,91252,16805,56142,0.0276,0.0288,0.0264,-0.0094,0.0094,0.9056,0.2275,-0.0061,-0.0050,0.7197,0.0003,0.0005,0.5477,-0.0082,1.7204,1.7204,1.6054,0.2893,0.2699,0.1842,0.0000,False,0.3681,0.1681,0.6493,0.3797,0.3907
d_tension_tide,3,UNIVERSAL,91252,42076,22946,0.0341,0.0360,0.0322,-0.0334,0.0334,0.8964,0.3200,-0.0047,-0.0022,0.1849,0.0015,0.0034,0.1252,-0.0013,1.3920,1.3920,1.2757,0.6109,0.5598,0.4611,0.0000,False,0.4261,0.3391,0.3797,0.4087,0.3893
sigma_wave,7,UNIVERSAL,91252,16805,56142,0.0155,0.0163,0.0146,-0.0902,0.0902,0.9344,0.0000,0.0454,-0.0940,1.3307,-0.0757,0.0150,1.1701,0.0361,1.5794,1.5794,1.2890,0.2742,0.2238,0.1842,0.0000,False,0.2319,0.5217,0.5623,0.2261,0.3858
kf_tension_innov,5,UNIVERSAL,91252,25542,42298,0.0333,0.0346,0.0320,0.0096,0.0096,0.9036,0.0787,-0.0080,0.0014,0.2262,-0.0006,-0.0003,0.1545,-0.0017,1.6006,1.6006,1.5751,0.4124,0.4059,0.2799,-0.0028,False,0.4000,0.1710,0.5797,0.3855,0.3848
d_sigma_current,5,UNIVERSAL,91252,25542,42298,0.0312,0.0325,0.0298,-0.0089,0.0089,0.8985,0.1126,-0.0073,-0.0049,0.6962,-0.0004,0.0004,0.5295,-0.0127,1.6057,1.6057,1.4927,0.4153,0.3861,0.2799,-0.0020,False,0.3884,0.1652,0.5826,0.4029,0.3841
kf_tension_innov,7,UNIVERSAL,91252,16805,56142,0.0301,0.0314,0.0288,0.0055,0.0055,0.9067,0.3515,-0.0047,0.0006,0.2329,-0.0007,-0.0004,0.1632,-0.0014,1.7204,1.7204,1.6539,0.2893,0.2781,0.1842,0.0000,False,0.3797,0.1304,0.6464,0.3739,0.3829
vol_adj_delta,7,UNIVERSAL,91252,16805,56142,0.0311,0.0304,0.0319,0.0339,0.0339,0.8990,0.0000,-0.0341,0.0079,0.1096,-0.0026,0.0035,0.1388,-0.0059,1.4150,0.5850,0.8628,0.1131,0.1668,0.1842,0.0000,False,0.3855,0.3420,0.4116,0.3942,0.3829
kf_rsi_innov,5,UNIVERSAL,91252,25542,42298,0.0268,0.0283,0.0252,0.0124,0.0124,0.9094,0.5865,-0.0025,0.0438,6.3562,-0.0262,-0.0250,5.0241,0.0302,1.6780,1.5598,1.6780,0.4019,0.4324,0.2799,-0.0075,False,0.3594,0.1797,0.6232,0.3623,0.3810
kalman_velocity,7,UNIVERSAL,91252,16805,56142,0.0197,0.0206,0.0188,0.0365,0.0365,0.9216,0.1113,-0.0081,0.0063,0.1643,-0.0051,0.0013,0.1284,-0.0067,1.5795,1.5145,1.5795,0.2581,0.2691,0.1842,0.0000,False,0.2841,0.3536,0.5652,0.2957,0.3741
d_rsi_value,7,UNIVERSAL,91252,16805,56142,0.0213,0.0216,0.0210,-0.0346,0.0346,0.9200,0.0000,0.0281,-0.1134,5.4889,-0.1000,0.0498,4.4554,0.3000,1.5466,1.4499,1.5466,0.2497,0.2663,0.1842,0.0000,False,0.3101,0.3449,0.5217,0.3072,0.3712
kf_rsi_norm_innov,5,UNIVERSAL,91252,25542,42298,0.0239,0.0251,0.0228,0.0113,0.0113,0.9123,0.9643,-0.0002,0.0059,1.0115,-0.0041,-0.0039,0.7583,0.0041,1.6378,1.5673,1.6378,0.4046,0.4227,0.2799,-0.0087,False,0.3478,0.1768,0.6058,0.3536,0.3707
kf_rvol_filt_vel,7,UNIVERSAL,91252,16805,56142,0.0204,0.0215,0.0194,0.0272,0.0272,0.9224,0.7590,-0.0016,0.0053,0.1780,-0.0071,0.0013,0.1391,-0.0076,1.5729,1.5523,1.5729,0.2643,0.2678,0.1842,0.0000,False,0.2971,0.3087,0.5493,0.2826,0.3601
kf_rvol_pred_vel,7,UNIVERSAL,91252,16805,56142,0.0204,0.0215,0.0194,0.0272,0.0272,0.9224,0.7590,-0.0016,0.0053,0.1780,-0.0071,0.0013,0.1391,-0.0076,1.5729,1.5523,1.5729,0.2643,0.2678,0.1842,0.0000,False,0.2971,0.3087,0.5493,0.2826,0.3601
kf_tension_innov,3,UNIVERSAL,91252,42076,22946,0.0334,0.0353,0.0316,0.0154,0.0154,0.9049,0.0003,-0.0169,0.0017,0.2124,-0.0004,-0.0013,0.1411,-0.0020,1.4098,1.4098,1.3952,0.6139,0.6075,0.4611,0.0000,False,0.4174,0.2203,0.4087,0.3826,0.3590
d_compression_ratio,7,UNIVERSAL,91252,16805,56142,0.0089,0.0094,0.0084,0.1413,0.1413,0.9574,0.0000,-0.0507,0.0036,0.0417,0.0003,-0.0015,0.0339,-0.0004,1.4691,0.9363,1.4691,0.1672,0.2624,0.1842,0.0000,False,0.1797,0.6000,0.4696,0.1652,0.3543
vol_adj_delta,5,UNIVERSAL,91252,25542,42298,0.0313,0.0307,0.0319,0.0209,0.0209,0.8949,0.0000,-0.0212,0.0071,0.1154,-0.0033,0.0043,0.1410,-0.0051,1.3576,0.6424,0.8740,0.1878,0.2555,0.2799,0.0460,False,0.3913,0.2667,0.3478,0.4145,0.3539
spread_tide_current,7,UNIVERSAL,91252,16805,56142,0.0174,0.0179,0.0168,-0.1487,0.1487,0.9250,0.0000,0.0841,-0.1238,1.6041,-0.1582,0.1043,1.5129,0.1103,1.2896,1.2896,0.8661,0.2343,0.1574,0.1842,0.0000,False,0.2551,0.6058,0.2841,0.2725,0.3535
d_kalman_velocity,7,UNIVERSAL,91252,16805,56142,0.0154,0.0160,0.0149,-0.0488,0.0488,0.9303,0.0000,0.0286,-0.0069,0.1651,-0.0034,-0.0000,0.1335,0.0024,1.5568,1.5568,1.3718,0.2676,0.2358,0.1842,0.0000,False,0.2290,0.4087,0.5275,0.2464,0.3520
vol_up_down_ratio,7,UNIVERSAL,91252,16805,56142,0.0189,0.0184,0.0195,-0.0701,0.0701,0.9417,0.0000,0.0423,1.0247,0.4287,0.9800,1.0526,0.3884,0.9900,1.4688,1.4688,0.9465,0.2617,0.1686,0.1842,0.0000,False,0.2667,0.4464,0.4667,0.2058,0.3494
vol_up_down_ratio,5,UNIVERSAL,91252,25542,42298,0.0201,0.0210,0.0193,-0.0863,0.0863,0.9368,0.0000,0.0543,1.0235,0.4202,0.9800,1.0577,0.3827,1.0000,1.3809,1.3809,0.8940,0.3767,0.2439,0.2799,-0.0086,False,0.2899,0.5072,0.3623,0.2232,0.3490
kf_rvol_innov,7,UNIVERSAL,91252,16805,56142,0.0151,0.0156,0.0146,-0.0474,0.0474,0.9317,0.0000,0.0263,-0.0229,0.5577,-0.0059,-0.0002,0.4517,0.0103,1.5444,1.5444,1.3726,0.2658,0.2362,0.1842,0.0000,False,0.2261,0.4058,0.5188,0.2435,0.3477
kf_rsi_innov,7,UNIVERSAL,91252,16805,56142,0.0205,0.0214,0.0196,0.0061,0.0061,0.9244,0.7831,0.0014,0.0187,6.4713,-0.0779,-0.0150,5.1611,0.0272,1.7253,1.6306,1.7253,0.2755,0.2915,0.1842,0.0000,False,0.3014,0.1391,0.6580,0.2754,0.3448
d_compression_ratio,5,UNIVERSAL,91252,25542,42298,0.0110,0.0116,0.0103,0.1328,0.1328,0.9494,0.0000,-0.0550,0.0029,0.0405,0.0002,-0.0019,0.0333,-0.0005,1.3823,0.9387,1.3823,0.2564,0.3776,0.2799,0.0681,False,0.2029,0.5971,0.3652,0.1797,0.3374
vol_adj_delta,3,UNIVERSAL,91252,42076,22946,0.0404,0.0398,0.0410,-0.0030,0.0030,0.8815,0.0599,-0.0089,0.0050,0.1144,-0.0041,0.0054,0.1528,-0.0048,1.2780,0.7220,0.8622,0.3454,0.4124,0.4611,0.0000,False,0.4812,0.0957,0.2696,0.4870,0.3330
kf_rsi_norm_innov,7,UNIVERSAL,91252,16805,56142,0.0201,0.0210,0.0193,0.0045,0.0045,0.9204,0.4893,0.0035,0.0018,1.0314,-0.0105,-0.0020,0.7834,0.0037,1.6805,1.6378,1.6805,0.2772,0.2845,0.1842,0.0000,False,0.2928,0.1101,0.6261,0.2986,0.3316
vol_up_down_ratio,3,UNIVERSAL,91252,42076,22946,0.0216,0.0219,0.0212,-0.1165,0.1165,0.9369,0.0000,0.0737,1.0248,0.4042,0.9800,1.0708,0.3758,1.0100,1.1812,1.1812,0.8272,0.5412,0.3790,0.4611,0.0000,False,0.3188,0.5768,0.1884,0.2203,0.3310
d_kalman_velocity,5,UNIVERSAL,91252,25542,42298,0.0149,0.0155,0.0144,-0.0425,0.0425,0.9321,0.0000,0.0258,-0.0059,0.1636,-0.0022,0.0001,0.1278,0.0024,1.4719,1.4719,1.3014,0.3891,0.3440,0.2799,-0.0354,False,0.2232,0.3913,0.4725,0.2406,0.3310
kf_rvol_innov,5,UNIVERSAL,91252,25542,42298,0.0145,0.0150,0.0140,-0.0410,0.0410,0.9325,0.0000,0.0232,-0.0196,0.5532,-0.0036,0.0001,0.4324,0.0103,1.4642,1.4642,1.3059,0.3872,0.3454,0.2799,-0.0350,False,0.2203,0.3826,0.4551,0.2377,0.3230
kalman_velocity,5,UNIVERSAL,91252,25542,42298,0.0190,0.0199,0.0181,0.0213,0.0213,0.9274,0.4189,0.0037,0.0050,0.1604,-0.0062,0.0021,0.1230,-0.0055,1.4688,1.4240,1.4688,0.3744,0.3861,0.2799,0.0463,False,0.2696,0.2725,0.4638,0.2551,0.3159
d_wave_accel,7,UNIVERSAL,91252,16805,56142,0.0219,0.0222,0.0216,0.0172,0.0172,0.9059,0.3757,-0.0045,0.0007,0.0601,0.0000,-0.0001,0.0411,-0.0000,1.3024,1.2444,1.3024,0.2163,0.2264,0.1842,0.0000,False,0.3246,0.2406,0.3043,0.3768,0.3090
rsi_divergence_strength,7,UNIVERSAL,91252,16805,56142,0.0103,0.0110,0.0097,0.1075,0.1075,0.9587,0.0000,-0.0397,0.0519,0.1341,0.0000,0.0390,0.1147,0.0000,1.3043,0.9909,1.3043,0.1777,0.2339,0.1842,0.0000,False,0.1913,0.5652,0.3072,0.1565,0.3068
kf_rvol_norm_innov,7,UNIVERSAL,91252,16805,56142,0.0101,0.0104,0.0098,-0.0446,0.0446,0.9448,0.0000,0.0270,-0.0597,1.5031,-0.0135,-0.0006,1.2674,0.0247,1.4463,1.4463,1.2648,0.2516,0.2200,0.1842,0.0000,False,0.1884,0.4000,0.4290,0.2000,0.3038
d_compression_ratio,3,UNIVERSAL,91252,42076,22946,0.0128,0.0136,0.0120,0.1246,0.1246,0.9490,0.0000,-0.0610,0.0019,0.0385,0.0001,-0.0026,0.0319,-0.0008,1.2238,0.9254,1.2238,0.4223,0.5585,0.4611,0.0000,False,0.2116,0.5855,0.2290,0.1826,0.3036
d2_tension_tide,5,UNIVERSAL,91252,25542,42298,0.0233,0.0241,0.0225,0.0023,0.0023,0.9199,0.5979,0.0024,0.0004,0.2833,-0.0006,-0.0001,0.1966,-0.0005,1.4905,1.4905,1.4481,0.3927,0.3815,0.2799,-0.0035,False,0.3362,0.0783,0.4841,0.3101,0.3035
d2_conj_wave_tide,7,UNIVERSAL,91252,16805,56142,0.0213,0.0216,0.0210,0.0176,0.0176,0.9075,0.3266,-0.0050,0.0007,0.0599,0.0000,-0.0001,0.0410,0.0000,1.3005,1.2375,1.3005,0.2152,0.2262,0.1842,0.0000,False,0.3072,0.2435,0.3014,0.3681,0.3020
d2_rsi_value,3,UNIVERSAL,91252,42076,22946,0.0236,0.0247,0.0225,0.0066,0.0066,0.9138,0.4388,-0.0037,0.0301,7.4841,-0.1000,-0.0163,6.1056,-0.1000,1.3898,1.3459,1.3898,0.5882,0.6074,0.4611,0.0000,False,0.3449,0.1478,0.3710,0.3391,0.3010
kf_rvol_filt_vel,5,UNIVERSAL,91252,25542,42298,0.0191,0.0200,0.0181,0.0141,0.0141,0.9264,0.0515,0.0089,0.0042,0.1739,-0.0079,0.0021,0.1334,-0.0065,1.4630,1.4454,1.4630,0.3796,0.3842,0.2799,0.0381,False,0.2768,0.2014,0.4507,0.2623,0.2986
kf_rvol_pred_vel,5,UNIVERSAL,91252,25542,42298,0.0191,0.0200,0.0181,0.0141,0.0141,0.9264,0.0515,0.0089,0.0042,0.1739,-0.0079,0.0021,0.1334,-0.0065,1.4630,1.4454,1.4630,0.3796,0.3842,0.2799,0.0381,False,0.2768,0.2014,0.4507,0.2623,0.2986
