ticker,date,trend,layer,pattern,sentiment,entry_price,price_3d,ret_3d,price_5d,ret_5d,price_10d,ret_10d
TSLA,2022-03-16,MUY_BAJISTA,MACRO (Weekly),HANGING_MAN,BEARISH,275.35,307.05,11.51,333.04,20.95,364.66,32.43
TSLA,2022-03-17,MUY_BAJISTA,MACRO (Weekly),HAMMER,BULLISH,292.85,331.33,13.14,337.97,15.41,359.2,22.66
TSLA,2022-03-18,MUY_BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,306.19,333.04,8.77,336.88,10.02,361.53,18.08
TSLA,2022-03-21,MUY_BAJISTA,MACRO (Weekly),MORNING_STAR,BULLISH,312.54,337.97,8.14,363.95,16.45,381.82,22.17
TSLA,2022-03-22,MUY_BAJISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,328.79,336.88,2.46,366.52,11.48,363.75,10.63
TSLA,2022-03-23,MUY_BAJISTA,MICRO (Daily),INVERTED_HAMMER,BULLISH,337.77,363.95,7.75,364.66,7.96,348.59,3.2
TSLA,2022-03-23,MUY_BAJISTA,MACRO (Weekly),BULLISH_ENGULFING,BULLISH,337.77,363.95,7.75,364.66,7.96,348.59,3.2
TSLA,2022-03-23,MUY_BAJISTA,CONJUGATION,M[BULLISH_ENGULFING] + m[INVERTED_HAMMER],BULLISH,337.77,363.95,7.75,364.66,7.96,348.59,3.2
TSLA,2022-03-28,MUY_BAJISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,370.72,359.2,-3.11,381.82,2.99,325.31,-12.25
TSLA,2022-03-29,MUY_BAJISTA,MACRO (Weekly),BULLISH_MARUBOZU,BULLISH,364.72,361.53,-0.88,363.75,-0.27,328.98,-9.8
TSLA,2022-03-31,BAJISTA,MICRO (Daily),BEARISH_ENGULFING,BEARISH,359.45,363.75,1.2,352.42,-1.95,328.33,-8.66
TSLA,2022-04-04,BAJISTA,MICRO (Daily),MORNING_STAR,BULLISH,380.95,352.42,-7.49,325.31,-14.61,342.72,-10.04
TSLA,2022-04-05,HORIZONTAL,MICRO (Daily),TWEEZER_TOP,BEARISH,356.11,341.83,-4.01,328.98,-7.62,325.73,-8.53
TSLA,2022-04-05,HORIZONTAL,MACRO (Weekly),GRAVESTONE_DOJI,BEARISH,356.11,341.83,-4.01,328.98,-7.62,325.73,-8.53
TSLA,2022-04-05,HORIZONTAL,CONJUGATION,M[GRAVESTONE_DOJI] + m[TWEEZER_TOP],BEARISH,356.11,341.83,-4.01,328.98,-7.62,325.73,-8.53
TSLA,2022-04-08,ALCISTA,MACRO (Weekly),BEARISH_ENGULFING,BEARISH,325.67,340.79,4.64,334.76,2.79,332.67,2.15
TSLA,2022-04-11,ALCISTA,MICRO (Daily),SHOOTING_STAR,BEARISH,331.06,328.33,-0.82,342.72,3.52,292.14,-11.76
TSLA,2022-04-11,ALCISTA,MACRO (Weekly),TWEEZER_TOP,BEARISH,331.06,328.33,-0.82,342.72,3.52,292.14,-11.76
TSLA,2022-04-11,ALCISTA,CONJUGATION,M[TWEEZER_TOP] + m[SHOOTING_STAR],BEARISH,331.06,328.33,-0.82,342.72,3.52,292.14,-11.76
